,x,y,z
279.3,4.143054,-1.5536609,-9.519754
786.06,-1.4851787,-14.605129,-5.782163
660.31,-10.185544,-20.821526,-17.15703
372.14,-8.740799,20.189247,-6.9932537
571.49,11.772564,-20.28653,-12.16553
571.8,6.5906997,-17.43752,-11.197955
239,18.101963,-16.7053,-2.6506052
V70.2,-1.4575634,11.878992,13.156395
V67.51,0.81673414,6.178609,-4.472865
999.9,-3.5841513,-15.409805,-2.139314
759.2,4.2460723,8.339114,-16.557154
922.4,9.276201,5.583682,18.19886
922.9,9.271439,2.7203596,20.632587
921.2,19.321842,-10.4153385,17.958954
921.1,19.334488,-10.414688,17.923843
922.31,7.0807633,-2.0862782,9.400585
922.2,9.121276,2.8377552,19.531736
922.1,9.537757,1.6437532,20.721882
555.9,11.565204,-6.6549892,-24.552404
466.19,-6.113023,-12.068891,-8.682893
451.82,-2.4884174,-25.892847,0.16376255
451.84,-2.4869409,-25.889896,0.1625082
427.1,-15.216813,-20.200481,7.0438957
527.1,-3.8281085,-5.7765694,-24.748045
611.1,-16.364845,15.547343,-15.752794
V84.01,-12.20036,17.3507,-10.171144
V84.02,-12.192938,17.33261,-10.165576
433.11,22.572817,-4.2400336,-0.565194
V41.2,14.884911,-14.157113,6.4079847
305.93,-11.836099,19.03134,12.453463
305.9,-2.6724126,18.068205,17.67586
235.1,5.4449286,9.337284,-26.315935
235.2,12.346322,-0.76936406,-22.132948
756.15,12.603602,10.84871,-0.057773966
710.2,2.510242,11.738595,-9.542866
292.81,5.073781,7.7132406,12.406441
E935.3,0.83876014,10.412647,-6.2242556
362.06,-7.057216,25.592867,9.229182
362.04,-5.3554015,26.462118,9.063831
362.05,-6.8496737,25.698528,9.205981
448.1,-20.538301,15.666422,0.8239866
284.1,7.290656,-18.138746,-8.72199
524.62,21.028654,14.044674,-15.536035
337.22,19.350409,9.204699,5.8696914
573.3,5.8605075,-14.277131,-12.284883
648.13,-25.853315,-5.992546,-2.6379485
572.2,10.679537,-18.058376,-13.039596
842.01,-13.24482,-2.2919383,25.113409
719.91,-21.811537,-0.12854551,17.79524
830,2.3610916,-2.7632163,22.548998
V45.4,22.319172,12.1542635,-1.6175377
488.19,-2.4937913,-4.226456,-1.2997695
E828.2,7.6450524,-1.3408937,25.57659
646.21,-15.212994,-5.4541574,-13.328754
569.9,10.040415,-5.129087,-22.736778
271.3,-2.8796458,1.910674,-12.195004
301.81,-0.76090163,15.697446,5.982834
