,x,y,z
611.1,-90.7755,-14.603741,7.339814
648.13,-5.1461644,51.16519,-65.66929
V45.4,-56.14139,31.50358,19.80613
494,22.113087,-12.0397415,66.76928
V15.29,35.123035,-4.835928,20.448162
V14.9,64.44033,5.527817,26.164751
V14.6,59.467422,-5.209314,13.752725
V72.60,-10.847809,18.13979,0.053637628
634.91,-8.337033,7.5631475,-41.41249
647.64,59.740204,33.637993,-40.576996
585.2,-19.772148,-63.311424,38.972023
585.1,-12.082734,-66.63839,28.515108
V23.81,-17.513767,41.12748,-66.74624
642.52,61.225124,7.951202,-76.565605
649.13,14.940787,52.885323,-75.185135
649.03,6.73986,41.90284,-47.925312
649.04,57.7893,10.179675,-47.368416
V23.83,-4.7486515,24.712164,-77.7804
611.72,-87.80511,-23.298061,-9.038931
V73.98,-25.070581,1.5033782,-30.30998
616.89,-31.788754,32.337387,-26.015696
493.91,13.887685,-6.1870127,81.323524
519.11,4.261264,-10.452247,73.18408
V12.72,12.070724,-60.909405,-13.071769
V85.37,37.23551,51.180202,43.516296
295.82,83.54838,-24.749252,-12.508435
V26.29,16.803743,-45.907215,-45.244347
V45.74,-23.3546,-0.8746968,51.485847
642.4,47.891586,25.478088,-40.651463
462,-14.734037,44.0745,5.4665856
624.9,-42.442867,38.37614,-26.232567
626.3,-12.313783,-40.381546,-59.97184
626.5,-19.393791,-24.01831,-60.9302
627.9,66.735596,49.11182,7.100669
626.7,-26.171381,-24.116537,-32.400166
627.3,-49.859756,-1.979948,-10.425573
839.21,-27.014215,44.566994,34.297394
623.9,-37.648106,21.081589,-21.896915
V05.9,18.363337,8.4050045,-6.6657686
V67.2,-39.189137,78.183464,20.920986
V15.52,17.48859,69.50727,25.381731
643.21,54.511925,3.947412,-65.44536
592,-17.796284,-24.138613,64.75114
625.6,-64.52128,0.5327233,35.28489
518.82,20.715948,-31.078197,47.463142
V15.1,50.527203,61.7572,-14.742675
611.82,-92.80455,-22.755064,16.598728
V14.7,63.814285,-29.30927,30.041056
V45.87,9.2590885,-85.703705,11.293577
614.4,-63.99113,54.79188,-8.335087
634.92,1.0995315,9.696034,-46.542522
648.92,39.72634,6.439441,-62.729073
648.81,31.672855,15.768511,-83.605095
648.84,40.44973,37.12793,-39.552406
648.83,13.07255,39.295624,-86.027794
648.94,66.44557,20.790003,-52.367607
311,39.66727,-10.841936,-14.805379
V15.7,-27.981968,-21.788488,-8.216868
V15.89,38.636723,-63.24613,14.759729
V12.55,54.245407,36.06395,21.854242
642.51,52.039684,18.747847,-80.09214
593.9,44.34764,19.227821,14.408794
V74.2,-18.246729,-11.969068,-17.13545
V71.4,7.193602,57.56795,8.315163
V70.9,35.49441,-69.64183,-26.8563
V71.09,54.46234,-25.455744,-30.911398
618.89,-63.752686,-19.454151,18.172916
616.5,-38.695362,36.92358,-15.782231
616.11,-43.655678,12.178589,-22.919987
614.8,-51.783466,-15.9479685,-51.922935
579.8,-19.939323,-60.78518,-6.3468246
745.5,48.118053,49.67764,-14.730406
627.1,-35.390034,-46.74588,-37.745865
V44.8,37.224323,-59.66537,42.565926
519.9,16.267006,-17.890545,53.19938
300.3,48.27695,-22.658226,-15.85098
V45.51,-44.334564,1.9859676,-45.05773
723.1,-33.181274,43.212177,18.273914
296.34,56.286987,-15.1625395,-19.817562
V67.6,61.675476,-54.850403,9.040965
V68.9,20.044382,26.59732,-11.704948
610.3,-87.34527,-2.166214,0.6996592
610.2,-88.764915,-12.477022,-17.19537
627.4,-61.89825,-12.601117,-30.326681
627.2,-52.459396,-11.286833,-20.298086
V26.0,0.40111077,-66.515656,-41.90039
621.9,-25.063446,-39.376987,-40.31225
646.9,14.867689,-17.241922,-29.135023
V65.3,32.127235,13.11844,41.98051
640.03,-5.587363,5.814861,-55.372726
621.2,-35.532917,-31.852625,-44.839172
587,-7.9113827,-50.891518,33.187477
E000.8,-0.6397006,66.75169,12.931807
V87.2,-13.798324,84.247734,22.90399
518.83,38.725254,-37.131138,46.079624
518.84,28.974306,-39.228558,52.664974
721.42,-46.652515,35.29564,10.723711
V85.54,22.260468,12.56297,8.29633
786.52,-1.6101742,2.8585825,46.408566
618.9,-76.41869,21.97967,36.225395
618.2,-68.13894,7.343817,51.062786
618.4,-70.20349,15.5825815,61.40999
V45.79,45.459816,1.5888984,14.972015
V46.3,-53.109104,-33.524372,37.8577
617.9,-62.540615,-27.552696,-48.901787
847.1,-37.69954,48.789425,27.822966
746.1,34.817677,67.49543,-17.635738
V72.61,15.95833,24.809616,-33.156555
V85.22,42.32061,17.596775,57.006077
V85.23,47.18133,13.521364,44.491314
V85.21,57.703182,15.879707,53.251358
V85.24,54.607098,24.49322,42.209812
V85.25,41.30351,25.306084,38.495197
682.7,-42.57174,7.8042903,80.17788
518,51.041046,-37.817413,55.09629
590.9,-25.875568,-35.282463,42.97976
V26.81,14.917671,-50.345238,-57.791264
V76.19,-43.222237,-15.937138,0.1068956
V76.12,-54.711624,-22.608755,-5.953644
V76.11,-51.25024,-28.959675,3.5811028
V10.44,-10.853971,60.383713,-16.269041
V10.43,-17.17909,67.96509,-13.71087
V76.46,-30.200167,71.450516,-10.59265
V25.9,-31.854153,5.265871,-61.87746
V67.59,18.185158,-24.98432,0.12332864
515,35.14503,-10.864904,57.958057
795,-28.267561,18.018793,-3.2777114
590.8,9.6868,-51.994984,26.388554
596.7,-41.81445,-7.2818503,53.301834
596.59,-54.946793,-9.294875,34.686893
596.1,-24.997313,-27.698118,17.087618
V15.59,11.780155,59.438297,20.212755
V23.85,-16.277117,53.423885,-77.914955
789.02,-5.7367897,-32.975807,-3.5365753
366.12,-43.561424,-51.75781,12.011316
648.74,51.856964,25.935764,-31.005692
644.2,18.691158,64.79799,-55.746445
626.8,-21.884892,-27.62841,-47.163208
564.1,3.5011492,-19.84511,-66.58185
518.1,34.00463,-27.111406,74.70133
V12.2,12.005159,20.173658,23.100435
V11.9,61.37064,-0.531235,-9.66626
599.71,-29.913103,7.26347,35.528233
786.09,14.416689,-10.097775,43.946316
V46.2,32.362297,-25.149487,57.740314
V12.50,7.246782,-0.40573627,24.669018
V12.70,10.414722,-44.913925,-9.364303
648.43,4.0558443,53.54489,-52.173485
648.44,67.054474,19.557758,-34.084465
386.11,-9.283794,19.972994,45.573143
V45.83,-73.63724,-30.295185,16.635408
V72.9,0.6579387,-0.19825006,-9.731126
V70.3,19.209229,15.47263,-18.459925
V73.89,-26.7203,-2.9061882,-15.807782
618.02,-79.77623,9.096277,42.82978
516.31,41.356274,-7.5779514,69.43289
642.71,48.467884,29.918041,-75.79917
642.91,40.02037,18.95489,-71.56509
595.1,-64.06319,16.667927,-6.297415
585.6,-0.53658426,-80.78887,16.170586
584.9,-22.57705,-43.8692,53.31353
518.89,27.102602,-10.5641165,48.9681
521.02,39.40459,-45.679092,-20.082623
593.3,-27.086672,-11.956382,67.680374
V54.89,-44.554844,-41.335987,48.544514
V65.49,30.652887,16.875845,26.887056
V69.8,37.016533,-13.568554,-31.842567
V74.1,15.087314,4.202734,-18.813263
581.81,-5.5342097,-69.56749,43.38205
E927.9,-6.0906324,59.497692,20.394566
648.11,23.816027,3.2691865,-81.046455
V10.83,-21.47292,22.034508,68.72892
V10.72,39.35967,51.104782,8.39576
599.72,-36.61445,10.507007,28.011679
V58.81,15.409773,-44.414764,39.716644
643.83,15.818095,51.122223,-42.422657
511.1,15.19657,-31.884935,63.362988
625.1,-57.039173,13.072443,-22.38497
V68.09,31.359575,28.527355,-19.07692
579.1,-9.751853,-58.76454,-14.042634
594.2,-31.871397,-17.795637,81.00343
519.19,31.537863,-21.615211,40.5171
V49.81,-50.029446,-32.699825,-10.422028
620.1,-45.518288,-19.046345,-66.218864
622.8,-29.489342,-33.79526,-24.811836
621.31,-29.383333,-52.45129,-48.80347
647.63,-6.99703,45.62101,-48.604965
