,x,y,z
279.3,-1.210351,22.902348,5.4155664
786.06,7.4917827,19.117748,-0.3393136
660.31,-8.30827,-34.971775,-12.300966
372.14,-2.114139,-11.188361,-25.34187
571.49,24.472696,11.24733,-15.095855
571.8,19.959253,7.465463,-14.717998
239,26.6014,13.50266,11.056088
V70.2,-23.160686,8.817355,5.958307
V67.51,-6.8843284,5.364973,-5.803422
999.9,8.939082,26.011501,2.968531
759.2,-3.1787639,15.533706,-25.67926
922.4,-10.252148,-7.480513,10.307229
922.9,-9.121263,-5.937741,14.420503
921.2,-19.184517,0.5440518,-19.14897
921.1,-19.085812,0.519463,-19.108456
922.31,-2.8663676,1.0806026,11.503104
922.2,-9.238694,-5.637603,13.252075
922.1,-11.065686,-4.401433,14.655322
555.9,35.45687,-5.7494373,2.1419733
466.19,-0.5033751,25.151339,4.621007
451.82,20.822493,27.00707,-11.0924
451.84,20.823029,27.006577,-11.092835
427.1,-3.0688,30.8478,-14.302352
527.1,17.21705,7.794378,-28.830385
611.1,-24.138533,-9.418034,-8.506617
V84.01,-13.794875,-12.473719,-6.501666
V84.02,-13.789876,-12.478958,-6.495336
433.11,14.826896,0.72876453,21.06036
V41.2,23.19839,-6.128526,11.97339
305.93,-27.718716,20.592194,1.650674
305.9,-29.77044,10.284953,2.1425986
235.1,-6.9573174,32.339775,14.57634
235.2,34.673164,-6.2315116,-3.8396845
756.15,-3.2602868,2.7497702,-17.642845
710.2,-17.227419,4.6874795,-11.316199
292.81,-12.934257,7.1157913,2.3441966
E935.3,-17.366705,5.356727,-6.8408165
362.06,-21.413748,-17.44444,-14.397715
362.04,-21.544909,-16.43393,-15.857937
362.05,-21.454527,-17.115406,-14.871916
448.1,11.1686,-16.247314,-11.120505
284.1,12.904161,11.6600485,-16.568508
524.62,-2.3279483,9.591193,-32.53818
337.22,-7.0788913,-7.9072056,-11.310456
573.3,16.87265,6.3265047,-13.130733
648.13,-20.369444,-20.800829,-5.123176
572.2,22.22237,11.2513275,-17.549852
842.01,-20.652876,-15.313355,24.510231
719.91,-27.23389,-10.931652,14.570188
830,-0.43834874,-5.0877266,19.500948
V45.4,-0.70414054,6.435414,-23.313925
488.19,7.0761113,11.422213,2.138291
E828.2,-5.6401763,-1.4017134,20.432066
646.21,-3.0006518,-20.284458,-10.362209
569.9,32.75695,-6.1056695,-0.6176551
271.3,-0.9887645,14.450394,-10.988051
301.81,-15.616124,14.263344,11.684172
480.9,5.8528824,11.351132,2.0982082
211.5,27.451818,-6.992545,-18.291607
V64.43,-30.632053,-11.626838,9.150628
V58.65,-18.890877,6.7005224,-6.5003657
V64.41,19.755955,-7.117548,-3.3578227
V54.09,-0.93457174,2.706155,18.335527
V54.01,7.596423,3.0290985,31.18806
V42.5,-8.73624,-13.809595,-25.81938
785.4,16.71917,6.6317654,13.522313
156.2,25.948412,-0.10771174,-22.33126
733.6,-3.2377615,23.418367,-6.8892846
E958.8,-15.676346,1.9958773,4.299055
671.31,-1.4015691,-15.576826,-11.223889
783.5,-4.848064,13.050106,-9.529823
793.82,-13.306543,-11.62321,-1.7580062
368.13,-10.712379,-0.13232312,-27.272217
375.15,-3.2442877,-5.792857,-30.905077
784.49,-1.8740925,30.964033,16.215075
784.59,15.301698,-2.1483748,19.415195
E935.2,-11.28618,7.267756,0.11066145
E935.4,-16.505693,2.0650582,1.6128489
244.2,-4.477069,15.234438,-20.77313
244.1,-4.5389752,15.140178,-21.859835
567.31,20.36808,10.1785345,23.255478
569.62,23.521685,5.0703998,4.787048
564.81,9.145714,9.444642,18.897583
536.42,20.198881,6.693663,4.709663
659.71,-3.6951296,-30.925161,-14.895324
V23.82,-29.140541,-19.053972,-2.100328
659.73,-15.469211,-27.601452,-5.515507
V65.2,-6.930728,6.233056,-0.08541519
494,4.8369303,13.119457,1.8022076
327.31,-4.50184,19.36317,22.838606
V15.29,-6.404612,20.480907,0.5304945
V15.3,15.347839,-1.2214046,-25.231413
V14.8,-10.619752,22.938314,-0.46013528
V14.9,-8.248824,24.108065,-2.367914
V14.6,-8.663766,21.893396,-0.016997805
V03.1,-23.40537,17.246067,-3.1235282
307.9,-14.912245,7.4079165,5.485622
V03.6,-20.165216,15.060673,-4.8408947
726.73,6.3310246,-13.417626,25.075716
726.79,6.779309,-12.86995,25.466112
726.72,6.494643,-11.029895,25.19413
727.03,-21.024384,-10.55352,25.935236
242.1,0.97525704,2.4909918,-1.0515852
564.89,20.576952,-3.0473416,-4.5945477
550.9,2.727722,1.5859827,-2.4619875
279.05,-1.4406385,22.191505,5.3961906
567.21,19.185276,-12.053677,-5.382274
567.22,19.368673,-12.614693,-5.5235476
E016.9,-8.313963,-7.822353,23.353712
458,1.5138599,7.6693482,5.586301
911.5,-23.27723,-0.42271703,-7.583179
780.09,-0.22378804,10.00815,14.560581
135,2.353354,31.359322,-0.13803947
579,11.438419,3.3794315,-9.834345
366.51,-3.8424017,-4.209284,-32.65397
788.41,-18.81377,-11.215309,4.493831
374.34,-5.4296494,-2.2746165,-33.487694
333.81,17.110212,-15.426638,-27.780083
V82.9,-10.586638,12.185117,-12.329868
V82.2,-16.115139,3.0834808,-11.46246
V82.1,-10.048729,5.0248585,-10.373654
V81.6,-14.547736,10.506447,-18.048243
659.51,-4.1733365,-30.152668,-15.170227
154.1,27.178892,-8.16345,-5.3066363
659.31,-2.3471029,-16.737354,-10.743285
659.43,-9.8348,-18.285267,-8.740554
424.1,7.029625,28.733652,-13.508559
676.14,3.984656,-22.04399,-8.650463
637.9,-2.4419165,-35.23353,11.980944
637.91,-11.039072,-29.653126,12.292312
453.6,16.100306,30.55661,-8.916408
348.89,24.31306,0.17061852,22.540976
V72.60,-4.6399913,8.4187975,-8.104468
995.3,-18.09455,-0.013233856,-2.6913733
727.3,5.5869207,-19.247774,25.549192
733.29,3.2530646,-5.9296784,11.576306
676.24,2.495672,-21.139477,-8.540217
266.2,9.014301,7.5718293,-9.81361
747.49,18.838497,20.368288,-6.308618
996.59,18.645836,19.576637,15.369972
728.86,9.550586,18.53388,20.509657
917.7,-25.197714,-1.2611845,22.05111
917.6,-25.286158,-1.0058826,22.116014
647.61,0.85114,-29.912617,-8.405478
918.2,6.895782,-2.3014424,-31.157104
634.91,-10.571707,-29.597454,11.6708355
694.5,10.854177,-10.948854,-0.5535533
647.64,-0.50617975,-14.88821,-10.048321
493.21,-4.575288,29.381042,4.6911907
300.21,-14.684956,20.625776,11.368193
V58.0,17.973639,1.2818193,-23.875116
353.6,16.482447,5.070344,12.172865
V62.81,-24.674006,6.244314,6.9595547
572.3,22.389395,10.498048,-16.420956
V84.09,-1.3100295,-17.56889,-20.858952
371.82,6.082362,-4.5726466,-33.69256
585.2,24.693897,15.615769,7.515052
585.1,25.276796,16.228563,7.9066725
727.1,6.2556696,-19.472075,31.14703
305.41,-30.031267,10.439345,7.237111
305.21,-28.6385,13.303117,0.44581953
305.22,-28.637398,13.301738,0.44812176
802.8,-21.940126,1.2223976,-20.443499
373.31,0.822545,-10.36981,-25.563051
173.51,12.515318,-26.025166,-17.548073
403.91,24.817448,13.862402,1.2164569
V23.81,-29.136171,-19.071728,-1.98422
569.2,25.986443,-14.344123,-0.5496149
305.91,-29.652235,10.352152,2.104876
355.3,-9.242538,-8.792989,-11.708114
726.91,5.010784,-18.096935,29.812151
726,1.3005848,-5.6403885,5.267506
425.8,-0.11513028,28.250065,-14.319229
424,0.051313296,11.976448,-14.464315
362.03,-21.54975,-16.38114,-15.930814
724.5,1.8728987,2.5461445,-19.316458
789.2,20.42345,8.38533,-15.252416
836,5.6678143,-14.18699,13.377741
836.2,6.951787,-14.421996,15.386073
836.52,0.56978106,-8.491942,6.8717356
642.52,-1.9357423,-20.699669,-9.42579
199.1,19.234703,0.6156777,-22.946827
286.7,13.415,28.38463,-13.665822
E930.4,-18.61772,0.90411574,-3.7775588
348.39,0.8091813,10.693226,18.205463
719.16,1.4703871,-12.196603,11.3747835
726.6,-0.39921457,-11.597883,9.810394
389.01,23.166796,-10.307957,13.779969
728.79,2.8522477,-3.8275735,3.4405196
153.4,26.82069,-9.2874,-8.757583
153.1,26.819563,-9.290047,-8.766935
152.8,21.591202,-1.1702678,-24.010431
642.73,-12.835746,-25.815874,-13.952414
153.6,26.821896,-9.287613,-8.758537
649.13,-18.888182,-22.143661,-7.2237906
431,21.24006,-4.299385,22.880219
649.03,-15.828431,-22.49201,2.2680874
649.04,1.777641,-21.96613,-16.309622
726.61,-0.50651413,-12.206202,9.611544
649.11,-6.6473737,-25.672962,-16.073154
428.31,0.54729646,29.719301,-8.795874
995.1,-16.769644,-2.8488078,-3.1648436
E005.2,-1.1660357,-5.6050572,19.404518
670.12,-4.327963,-23.624899,-9.937042
477.8,-16.752106,-3.9489167,-9.816235
891,13.986607,0.43011904,6.0249295
197.7,20.536268,0.09498885,-23.384882
197.4,22.560453,-0.30692646,-23.551693
362.81,-18.352945,-9.485139,-19.80679
362.57,-16.627815,-9.354299,-22.715288
879.2,14.936373,16.383852,20.039778
879.3,14.844804,16.469995,20.000078
250.5,2.663418,0.14376457,-6.8400803
V79.9,-19.982712,18.054539,-7.0774093
V23.83,-17.331503,-28.563192,-0.5943972
V26.51,-8.733261,19.949627,-0.17414315
757.33,9.859999,-9.259729,-8.442078
E916,-12.18034,-5.7804756,26.777292
E915,33.791264,5.725394,-0.9096345
E914,8.861193,-1.935569,-31.796543
382,18.67814,-13.58488,15.034721
424.9,5.2083626,22.388567,-9.553262
382.9,18.90129,-12.600106,14.760614
V01.89,-10.506133,14.127107,-10.730032
V01.1,-16.751976,18.832462,-0.23302339
V01.6,-8.460078,-17.440247,7.771917
V01.79,2.4068854,7.4792194,-0.03188298
V01.4,-18.780838,18.169163,0.82395566
522.5,-18.787392,31.506165,2.524866
350.1,-1.2034633,0.6797987,-4.522153
691.8,8.466913,-8.901725,-0.97264606
447.71,6.8790464,30.914145,-11.481276
727.68,8.021257,-9.222636,27.891733
376.21,-8.349615,2.9221127,-31.466494
727.67,6.362779,-7.085789,28.246387
794,6.6339574,3.674114,-1.6186378
727.62,-28.776697,-12.625304,10.094037
727.63,-16.181297,-5.218654,23.21683
272.1,-1.9313679,11.481279,-11.889173
785.6,19.04857,6.14703,-26.233482
288.09,12.932509,10.893725,-17.191347
297.1,-17.436901,9.695144,7.912922
272.7,2.7447197,4.8322654,-5.5080523
