,x,y,z
611.1,-64.48682,27.936367,20.06896
648.13,17.571243,-17.285425,90.19269
V45.4,12.789347,37.095966,20.163338
494,-6.2729535,1.1570086,-37.109047
V15.29,22.051132,-7.4026,-36.005856
V14.9,35.469967,-28.139425,-32.294
V14.6,29.753004,-18.831575,-56.120373
V72.60,17.896381,36.694603,61.66706
634.91,3.2670138,-52.360867,60.45732
647.64,-33.866695,14.637084,34.037006
585.2,46.59909,36.316456,-40.250507
585.1,35.05464,31.571259,-43.73058
V23.81,11.206689,-26.9553,81.20557
642.52,-51.164528,6.0838933,66.914246
649.13,8.603507,-7.023609,95.61132
649.03,16.403442,-7.97845,59.486015
649.04,-43.449043,23.180958,46.095768
V23.83,8.106302,-25.178051,64.61458
611.72,-71.76448,8.435614,3.5505793
V73.98,-29.005213,-7.744958,24.347666
616.89,-36.63721,-55.957672,-17.542612
493.91,70.23345,-5.368598,-22.691328
519.11,60.953655,-13.987881,-24.16839
V12.72,79.80033,32.72284,-3.6728787
V85.37,-33.546516,50.189453,-47.378952
295.82,0.76258135,-43.658512,-23.352602
V26.29,38.132397,27.957836,51.075665
V45.74,6.094934,77.36205,-2.5000763
642.4,-21.757315,10.371575,38.203938
462,51.150696,-13.014128,-7.147814
624.9,-44.95183,-47.957027,-14.564718
626.3,-35.33764,-40.280373,37.906807
626.5,-33.388252,-38.964695,23.717701
627.9,-71.26477,-29.672451,7.112334
626.7,-34.310463,-50.799656,13.847109
627.3,-48.949726,-31.776566,1.917259
839.21,-5.458813,57.225296,43.870373
623.9,-32.41797,-50.247322,-5.1609063
V05.9,49.294567,-3.6263437,37.623787
V67.2,7.3367486,-7.0193496,-22.391382
V15.52,5.2258134,-26.489,-41.191284
643.21,-45.102257,3.7481039,55.18141
592,42.46257,5.571804,-79.290215
625.6,-40.50414,-43.408104,-54.42009
518.82,-5.3869085,18.218655,-56.121128
V15.1,-36.707474,-2.2376194,-30.412498
611.82,-56.088646,35.433903,25.070723
V14.7,45.011295,-36.81796,-55.067356
V45.87,11.0634,48.796745,-54.88981
614.4,20.612337,-82.18898,6.973369
634.92,-1.9098625,-46.80282,52.52916
648.92,-30.910913,-0.949,59.80305
648.81,-27.969582,-9.0588045,79.69562
648.84,-15.703219,18.586622,47.84527
648.83,-0.6383456,-19.950838,94.617424
648.94,-33.47257,16.618883,51.75561
311,-56.92722,-30.41506,-115.977104
V15.7,-56.414482,-24.190725,31.139906
V15.89,-16.809216,9.671443,-23.55102
V12.55,24.137764,0.8911618,-49.984745
642.51,-41.111233,9.134316,75.956154
593.9,24.405975,33.68159,-33.409843
V74.2,-42.758244,-16.249165,29.252533
V71.4,25.009857,53.919506,39.801754
V70.9,30.82503,12.758602,19.677946
V71.09,28.27848,-58.810543,-9.379269
618.89,-3.1798854,17.890566,7.0239086
616.5,-35.673058,-44.103764,-19.90244
616.11,-34.130714,-39.523872,-2.6333299
614.8,1.3035569,-65.58042,15.030607
579.8,80.12792,7.9202495,1.3059032
745.5,-31.02541,-7.5362988,-23.092613
627.1,-28.199856,-68.69088,33.19333
V44.8,-42.00307,13.478922,-48.795086
519.9,-0.6409997,5.3078394,-49.75783
300.3,21.955303,-46.12848,-4.926014
V45.51,19.02036,-50.554363,24.626783
723.1,3.5551043,44.792953,33.237617
296.34,19.485022,-51.029198,-16.028534
V67.6,-64.06605,0.53459406,-43.574432
