,x,y,z
279.3,3.6736107,5.4210725,-1.0612974
786.06,-4.4544425,3.2026362,3.4348257
660.31,-18.214447,-8.961844,-4.0098257
372.14,10.876619,10.05276,-5.763892
571.49,-10.649431,-1.7255265,3.4197385
571.8,-9.561265,-3.734768,2.2774365
239,-5.8297663,6.734484,-7.8775477
V70.2,-6.049491,1.2040242,12.473043
V67.51,4.9011445,-5.1302795,-2.5164342
999.9,-5.255271,1.4914596,2.2463133
759.2,0.7577439,4.167088,-6.806594
922.4,-1.269388,-13.562917,7.884762
922.9,9.345636,1.1370895,10.891153
921.2,7.8720446,6.6463237,10.108078
921.1,7.6241918,6.76893,10.105006
922.31,6.823893,1.9169697,8.486954
922.2,9.317645,0.9662074,11.974281
922.1,9.10669,1.5664643,11.303549
555.9,-5.944849,-9.335742,-3.3306456
466.19,-1.930736,5.5694475,1.0240737
451.82,-0.19179249,-3.798367,3.1540658
451.84,-0.25153103,-3.7415192,3.148241
427.1,-8.621216,7.712405,3.7187123
527.1,1.9346663,7.510472,-4.776056
611.1,2.65225,-0.9259858,-15.824262
V84.01,2.6762996,-3.048077,-13.250657
V84.02,2.535373,-3.249968,-13.1731
433.11,0.14764911,5.64023,8.547568
V41.2,-5.787285,13.8335495,-1.3737258
305.93,-8.072113,-1.5792086,9.954768
305.9,-7.568104,-1.1629186,12.593448
235.1,3.2898698,9.485681,-0.2582282
235.2,-5.675526,-5.9533167,-3.9477217
756.15,1.9239563,-5.942949,10.356889
710.2,5.436188,-5.777211,-3.1410859
292.81,-4.161546,1.2275449,9.83637
E935.3,5.1076274,-3.7058604,-3.7047172
362.06,2.027552,12.02927,-9.20138
362.04,2.2064471,12.070173,-8.949183
362.05,2.1008763,12.045703,-9.097229
448.1,10.972651,-1.7772466,-10.156113
284.1,-2.2143881,-2.586394,0.48685735
524.62,3.770834,11.7934885,5.2179923
337.22,3.615234,-3.358701,7.3095775
573.3,-9.398009,-2.3617136,2.6571116
648.13,-11.774612,-5.7073765,-12.261392
572.2,-11.049716,-1.939733,4.800663
842.01,13.485191,-0.5782882,3.9946349
719.91,10.581416,-6.5715375,9.147515
830,9.288516,0.18284205,6.255175
V45.4,1.9965403,-4.967864,11.007391
488.19,1.072801,2.3960161,1.3656796
E828.2,10.006705,2.4733748,11.729934
646.21,-13.831851,-8.514862,-5.6472077
569.9,-5.7251554,-6.442718,-2.5750084
271.3,-1.1371294,1.4768046,-4.2058463
301.81,-9.310091,2.8367262,10.976593
480.9,0.49970922,3.224857,1.0052577
211.5,-10.438375,-5.5385566,2.1987705
V64.43,12.207037,-8.467064,9.497022
V58.65,3.5218194,-4.55442,-3.01006
V64.41,-5.422325,-8.841319,1.2906799
V54.09,7.901655,-1.2597805,7.072265
V54.01,5.5073037,-12.286539,0.41833824
V42.5,8.516675,10.984167,-7.628894
785.4,9.688906,1.4884615,-1.9856658
156.2,0.34871277,-3.880158,-7.252565
733.6,-5.108485,6.655746,-0.39151514
E958.8,-4.010541,-0.13405143,11.210008
671.31,-11.011302,-8.440546,-5.7840157
783.5,-2.6690137,2.2788286,-3.4878237
793.82,0.9872615,-1.3023415,-14.140173
368.13,4.4245877,12.693363,-3.7110026
375.15,8.293807,11.740829,-5.3852053
784.49,-1.3132932,9.514122,-6.7662616
784.59,1.2292624,4.774656,9.42051
E935.2,-4.55175,0.13416912,8.040357
E935.4,-3.972831,-1.0791547,8.460867
244.2,-0.7447111,2.2828288,-6.660959
244.1,-0.35115588,2.5889647,-6.8746653
567.31,-2.0266705,-2.7333684,6.9214454
569.62,-3.492858,-8.659261,-0.29593927
564.81,0.716133,-1.511101,8.934827
536.42,-4.920676,-2.6388314,5.7917256
659.71,-16.811398,-7.1289535,-4.2622404
V23.82,-10.537815,-5.126639,-13.217509
659.73,-13.055982,-6.5127115,-9.996903
V65.2,-6.83183,-0.050171934,9.282216
494,-1.1840831,5.0200267,1.3693492
327.31,-5.8419647,11.465173,9.13977
V15.29,-3.1337056,-8.72895,4.403481
V15.3,3.8628035,-4.5385756,-9.643347
V14.8,-2.7643652,-8.493617,5.7766595
V14.9,-0.97951734,-8.181718,6.2848444
V14.6,-2.7288768,-8.506994,5.605391
V03.1,-14.398032,3.745509,0.20868436
307.9,-3.882135,1.8916457,10.606811
V03.6,-12.878521,1.8565354,-2.635374
726.73,16.319714,-4.1394014,0.47787222
726.79,16.65044,-4.4017825,0.45375514
726.72,16.673006,-4.781289,0.9245708
727.03,12.81247,0.51054364,2.338938
242.1,1.45442,1.4431984,-1.1503009
564.89,-5.199399,-6.6533833,-0.79974717
550.9,1.9737446,-1.861506,-1.6249361
279.05,4.310178,5.759827,-1.0124309
567.21,-5.3857827,-9.700597,0.36426863
567.22,-5.4010124,-9.729258,0.1542504
E016.9,11.106195,2.5696452,7.319923
458,0.83778274,1.1601157,0.36105698
911.5,11.922556,4.42175,-7.4135175
780.09,-3.004543,2.6202588,9.281952
135,-3.3833451,3.7823305,-0.20816912
579,-8.602261,-10.91046,3.2727158
366.51,7.6142764,11.027042,-3.8931074
788.41,-1.0876867,-12.757,-5.213518
374.34,7.001234,11.472892,-4.146273
333.81,4.1927366,13.250688,10.505144
V82.9,-7.995684,2.279719,-5.0036044
V82.2,5.215333,-6.587485,-2.0737236
V82.1,4.752304,-6.7677493,-0.54662323
V81.6,-9.134494,3.3064718,-6.6113415
659.51,-16.92583,-7.49263,-4.667543
154.1,0.15336964,-6.0894775,-5.605838
659.31,-11.901286,-9.39185,-5.5179176
659.43,-12.377735,-7.5673795,-9.335125
424.1,-8.806381,7.0170217,1.9213568
676.14,-12.332469,-9.513922,-3.828315
637.9,-7.850897,-3.6790915,-8.31443
637.91,-7.5377235,-5.6437235,-8.932171
453.6,1.1207122,-5.679936,2.8043084
348.89,0.5694336,6.435964,11.376929
V72.60,-4.8544493,0.99683684,-4.632357
995.3,7.976516,4.5045953,-8.559507
727.3,16.006798,-3.0458162,0.0008731849
733.29,8.260545,-2.2575164,3.003439
676.24,-13.293782,-9.578232,-4.323123
266.2,-1.8311037,-0.81801724,-4.7551804
747.49,-0.39944983,-3.6921759,5.4943266
996.59,2.0133324,-12.646289,1.2494655
728.86,9.6670065,-2.8060987,-1.8411402
