,x,y,z
279.3,-3.6980786,-6.224863,1.7296327
786.06,-6.5796976,3.0942662,-0.037979186
660.31,3.9706483,25.542658,5.666956
372.14,-1.9156888,-20.144245,6.002696
571.49,-5.990699,13.6690035,-0.03573088
571.8,-3.0769799,13.343754,-0.17395377
239,-7.271299,-1.293883,13.166023
V70.2,-9.903307,8.101491,-9.915996
V67.51,7.4612784,-4.213942,-1.9348018
999.9,-6.3521476,4.9011893,1.5381242
759.2,0.3567335,-5.307471,10.500482
922.4,9.318814,7.3709383,-12.888035
922.9,-2.1723185,-9.553801,-12.85311
921.2,-7.799198,-11.730076,-10.405648
921.1,-8.001289,-11.541177,-10.281719
922.31,-3.2137642,-7.745104,-9.75133
922.2,-2.2267895,-9.13002,-14.148363
922.1,-2.75462,-9.4693365,-13.291648
555.9,4.5225306,13.02507,2.9689345
466.19,-6.174735,-1.3747731,2.6044424
451.82,2.1514373,3.9246337,-4.5573263
451.84,2.096961,3.9190595,-4.4999332
427.1,-13.776638,2.314955,3.4922752
527.1,0.29138568,-7.7349534,11.1732235
611.1,9.574344,-5.2212005,11.913054
V84.01,10.31643,-1.9254303,9.855169
V84.02,10.403671,-1.6876662,9.914246
433.11,-9.625766,-2.0230143,-6.175589
V41.2,-16.376812,-4.2002225,4.8038645
305.93,-8.405835,11.275974,-6.617231
305.9,-8.810782,11.254766,-9.581914
235.1,-7.9860363,-9.056007,1.8909266
235.2,2.2566922,10.966525,6.1427746
756.15,0.03699689,2.5476375,-13.5529375
710.2,8.294804,-4.995948,-1.4680573
292.81,-8.495165,5.7318673,-7.1726403
E935.3,6.9582176,-5.141671,0.75918216
362.06,-5.1092424,-11.090446,12.585278
362.04,-4.8095927,-11.184621,11.6793995
362.05,-4.943998,-11.134236,12.254806
448.1,12.459467,-11.14808,4.116915
284.1,2.3510323,3.9316843,0.33501142
524.62,-12.245471,-8.549387,-3.1415045
337.22,1.1218615,0.21295454,-10.30949
573.3,-4.651644,12.3929615,-0.43379286
648.13,9.870821,15.824918,12.050126
572.2,-6.6903896,14.865225,-1.1604896
842.01,4.1771455,-12.24328,-8.07682
719.91,6.0816045,-5.8742495,-17.409407
830,1.1829171,-9.164165,-8.715458
V45.4,-0.94971734,1.9529363,-13.107293
488.19,-2.4741137,-1.9634079,-0.6120299
E828.2,-3.0306187,-11.006603,-14.191406
646.21,5.6533556,19.690496,4.7635226
569.9,2.3509545,11.170528,4.4393086
271.3,-0.26297465,0.33442608,7.0584793
301.81,-13.725555,9.703961,-7.4606805
480.9,-3.3017826,-2.099606,0.2294722
211.5,-1.508719,15.046718,-0.59573483
V64.43,8.220682,-6.637175,-19.849272
V58.65,5.8898573,-3.9983242,-0.64300025
V64.41,3.2063794,10.30122,-1.6457483
V54.09,0.9627154,-6.8590045,-10.321469
V54.01,9.502242,0.17680582,-7.5321465
V42.5,-1.8780137,-15.583591,7.659737
785.4,0.278449,-9.87135,2.0523715
156.2,10.373046,3.5803876,3.9876382
733.6,-8.851301,-0.5085646,-1.7670923
E958.8,-7.0200076,6.839056,-8.819426
671.31,9.693568,18.008566,3.7778099
783.5,-2.809189,0.5534066,7.0650764
793.82,7.955635,-2.6337433,11.634943
368.13,-6.961628,-16.089825,5.4682927
375.15,-4.0692787,-17.556519,6.8507237
784.49,-8.906791,-7.3149695,8.270634
784.59,-8.781679,-2.3461516,-8.119079
E935.2,-8.247971,6.548664,-4.826229
E935.4,-6.1048307,7.3777742,-6.348774
244.2,-0.65977144,-2.6842585,8.333155
244.1,-0.19405259,-3.0006933,8.897303
567.31,-1.008625,5.7537103,-10.18492
569.62,5.9878945,9.141538,0.5413094
564.81,-2.7585566,0.37593,-9.081955
536.42,-4.0661783,4.901308,-5.048833
659.71,3.1676438,23.12149,5.662018
V23.82,9.873074,14.691828,13.6861105
659.73,8.043521,17.617586,10.078424
V65.2,-9.124799,9.023336,-6.178797
494,-5.3612843,-1.5348989,1.2946048
327.31,-20.470448,2.627509,-4.2893586
V15.29,9.449174,7.976813,-2.6948085
V15.3,10.575096,-0.65150046,5.381712
V14.8,10.215626,8.55639,-4.2162614
V14.9,11.8009,7.9801445,-4.5060096
V14.6,10.001883,8.321764,-4.119724
V03.1,-6.206262,9.180684,11.75553
307.9,-8.775614,4.9771833,-8.334099
V03.6,-5.1609716,7.421898,12.1319275
726.73,11.339013,-13.571803,-6.61994
726.79,11.6790495,-13.945034,-6.7945833
726.72,11.569838,-14.006857,-7.6126204
727.03,3.40199,-11.919767,-5.773717
242.1,-0.13303287,-2.8109372,5.2559047
564.89,1.865404,10.000786,1.9525859
550.9,1.9777254,-1.0008461,0.70000434
279.05,-3.792158,-7.0782323,1.2695237
567.21,4.473578,10.724587,-1.117893
567.22,4.589854,10.834976,-0.7531803
E016.9,-1.1088698,-13.170518,-9.3254175
458,-1.6581409,-1.1788399,0.474462
911.5,4.8080773,-15.2527275,3.2984838
780.09,-8.486655,3.6212626,-6.8818355
135,-6.353348,1.1534823,4.638926
579,-0.064719476,9.204269,-5.5940137
366.51,-4.0978937,-16.394823,5.213308
788.41,15.629603,5.9582334,1.7138624
374.34,-3.843451,-15.679798,5.7921824
333.81,-16.883438,-9.213511,-7.87094
V82.9,-0.7187459,3.8485985,10.917323
V82.2,8.739231,-5.130016,-3.0143907
V82.1,8.215489,-5.5622888,-4.6820145
V81.6,-0.106518306,2.7023273,12.992038
659.51,3.8550625,23.184906,6.03405
154.1,7.388898,5.563391,4.6040235
659.31,8.041441,18.680454,3.4569793
659.43,8.89999,17.530682,8.27053
424.1,-11.72404,3.8395438,3.3645124
676.14,7.6733885,20.279171,1.9059294
637.9,4.666448,10.140443,14.754224
637.91,4.6632886,11.491198,12.815229
453.6,4.295811,3.9336283,-5.9773083
348.89,-11.694889,-2.319176,-9.01462
V72.60,-0.16354293,3.3763444,8.4623165
995.3,5.4192996,-13.340129,7.7360244
727.3,10.745926,-13.253943,-5.31133
733.29,4.2344027,-7.044558,-6.6613765
676.24,6.80241,20.683796,3.1196733
266.2,2.2600315,1.9780582,6.196693
747.49,0.18446,5.2804737,-6.6156936
996.59,14.025616,1.5967577,-5.591732
