,x,y,z
611.1,-4.723887,-3.453923,45.039555
648.13,25.04604,24.46351,-30.430466
V45.4,-23.75101,-5.0358086,2.9470937
494,5.2207737,-11.362846,-22.679409
V15.29,0.65519494,13.200377,5.4541206
V14.9,1.5933466,1.3181413,-8.13173
V14.6,6.094442,18.913795,-1.297027
V72.60,9.174447,-4.9022036,10.077012
634.91,-2.057566,35.659027,-41.119488
647.64,27.089928,12.008802,10.603021
585.2,1.0130283,-37.72898,8.683007
585.1,6.671052,-36.09233,1.2571162
V23.81,23.9989,35.08712,-26.737608
642.52,25.24254,27.99518,14.516555
649.13,27.66108,28.096544,-21.18533
649.03,10.354043,21.414547,-24.752893
649.04,33.868343,17.682932,15.299183
V23.83,10.75592,31.195646,-20.251118
611.72,10.082141,2.9487972,47.563732
V73.98,-6.1414633,38.281185,-17.64139
616.89,15.520011,-41.768265,26.944815
493.91,16.917286,-19.436514,-29.097683
519.11,16.110237,-12.136618,-23.317387
V12.72,-17.818718,-18.838163,26.255089
V85.37,5.205741,28.163605,12.9303055
295.82,37.24779,-20.59475,-7.0383625
V26.29,-21.459372,33.873993,-14.622195
V45.74,-39.3687,5.6373076,1.9789501
642.4,23.42437,15.001449,2.114626
462,22.66912,-17.7522,-10.169679
624.9,11.806271,-38.891335,19.764345
626.3,-11.145325,7.1775017,-23.350857
626.5,-9.082997,10.18506,-32.553207
627.9,21.127468,-16.776329,25.328672
626.7,-15.176072,8.44002,-40.920277
627.3,8.309294,-23.02565,31.852762
839.21,-33.73891,-28.576752,12.25462
623.9,11.847313,-33.4841,28.359907
V05.9,-35.838764,-29.685104,-7.4242625
V67.2,-10.384201,-1.7494022,29.76286
V15.52,20.083048,3.557979,-13.815814
643.21,30.073965,35.726707,13.008603
592,-34.319633,7.438384,23.11597
625.6,-19.061592,21.919493,26.076715
518.82,-8.3894825,-22.900629,-24.356064
V15.1,-19.643328,-33.670277,-9.269989
611.82,-12.247151,-1.0357468,48.186092
V14.7,-2.61341,11.141638,-13.497387
V45.87,7.7877355,-41.192657,-15.257674
614.4,-21.015139,35.70742,7.843821
634.92,-5.7590528,29.298664,-39.981133
648.92,29.430365,42.309036,3.9077756
648.81,31.782328,37.10578,-3.8140619
648.84,33.49164,15.755687,-1.1466644
648.83,35.596756,32.47094,-17.631855
648.94,38.99739,21.055855,7.915813
311,18.101748,-3.582122,3.6894805
V15.7,32.73662,-25.776884,-24.575926
V15.89,-2.821597,-4.611102,-19.927927
V12.55,-2.3326588,24.076845,3.9797375
642.51,19.925352,26.020813,6.6427636
593.9,-1.2630779,-28.58234,1.4706957
V74.2,-2.6701553,31.296917,-10.455951
V71.4,-27.800255,-10.335677,-20.29654
V70.9,-21.095171,-34.051697,12.72646
V71.09,36.1567,-1.9896601,2.434781
618.89,-16.850113,6.8229995,23.760662
616.5,7.281644,-42.795734,24.88928
616.11,4.8635,-34.330574,32.629475
614.8,-35.184387,16.15702,-22.439997
579.8,-2.234164,-16.049107,22.254112
745.5,-23.900974,-35.60711,-2.6493514
627.1,-25.22147,0.21985269,-30.476227
V44.8,-20.836002,-25.364218,-30.786848
519.9,0.46112826,-19.125708,-22.019075
300.3,26.151232,-2.494124,-1.1912063
V45.51,-4.292483,13.16949,-44.25618
723.1,-23.606411,-21.813591,8.255103
296.34,32.68269,-8.23224,-3.1539245
V67.6,-23.597794,2.0208492,36.098362
V68.9,-28.431034,-21.507572,-12.08021
610.3,0.3761054,-7.0084057,52.697533
610.2,9.784626,-7.302533,50.709927
627.4,27.839754,-20.194496,31.614021
627.2,18.758436,-21.54141,31.729185
V26.0,-32.54089,27.421478,-9.062577
621.9,-26.904242,10.278008,-31.78236
646.9,-8.11363,19.622454,-15.850734
V65.3,23.246662,14.04983,27.21497
640.03,-0.08023044,29.960365,-34.12563
621.2,-22.808075,8.246731,-24.445063
587,-7.3091054,-32.50347,7.0396705
E000.8,-34.5889,-12.35785,-26.052176
V87.2,40.20555,-18.172342,9.337733
518.83,-6.8876987,-18.607336,-34.225834
518.84,-4.435915,-26.864378,-31.826916
721.42,-21.96736,-18.790003,-1.2309486
V85.54,30.342762,4.742342,23.446795
786.52,5.5437155,-9.552755,-12.59398
618.9,-13.685337,28.512274,29.470251
618.2,-11.751037,27.611883,38.395046
618.4,-2.6622937,27.022282,38.369785
V45.79,-6.5246043,15.522792,0.20134142
V46.3,-0.619992,-5.942606,-31.562395
617.9,-36.438385,6.9175596,-19.897017
847.1,-30.796648,-24.766384,4.8559055
