,x,y,z
279.3,0.20339212,-0.11055099,-0.17768872
786.06,0.044572677,0.22289166,-0.16804264
660.31,-1.9636008,-1.0619771,-1.2971448
372.14,-0.7164247,1.6888244,0.83123314
571.49,0.08473252,0.0866849,-0.43236223
571.8,0.06886405,0.06873039,-0.7351832
239,-0.00055420154,0.071140744,-0.34492293
V70.2,0.8900804,1.1419741,-0.16518101
V67.51,0.15656908,-0.04248236,-0.14349012
999.9,0.021038141,0.17339268,-0.18294433
759.2,0.5229183,-0.24840085,-0.16196722
922.4,0.18184447,-0.06826816,1.1265248
922.9,0.22299021,-0.07045327,1.4978358
921.2,0.12470456,-0.00326178,1.5734411
921.1,0.08809561,0.07368133,1.5448455
922.31,0.31931514,0.015252487,1.1629522
922.2,0.21417455,-0.058484774,1.4252175
922.1,0.21844059,-0.073340274,1.5211883
555.9,0.25799042,0.08297585,-0.44615358
466.19,0.25357112,-0.037008513,-0.12928148
451.82,0.055148184,0.14189859,-0.17206602
451.84,0.058322623,0.12807013,-0.14372015
427.1,-0.08817141,0.28703812,-0.10156867
527.1,0.84970087,-0.48662558,-0.23070428
611.1,-0.14605395,-0.6126854,-0.95658964
V84.01,-0.15956047,-0.61776614,-0.9975107
V84.02,-0.17075898,-0.60990137,-1.0008105
433.11,0.3493097,0.53475887,0.17664999
V41.2,1.2187859,-0.65426517,-0.33185446
305.93,0.8180431,1.0406972,-0.17029047
305.9,0.9698688,1.2516528,-0.18666515
235.1,0.9082929,-0.54110074,-0.2319853
235.2,0.14657421,0.051714536,-0.97660065
756.15,0.8173031,0.16415574,0.9554118
710.2,0.26062867,-0.21894129,0.009144401
292.81,0.6360759,0.8414138,-0.0860316
E935.3,0.28183165,-0.31532747,0.036680713
362.06,-0.7509056,1.75926,0.820284
362.04,-0.75191694,1.7643751,0.822019
362.05,-0.7414195,1.7392446,0.81050336
448.1,0.073411435,-1.0081266,0.18666619
284.1,0.056920547,0.012526333,-0.44951463
524.62,0.89045554,-0.3517519,-0.08628653
337.22,0.61186785,0.10533127,0.7307594
573.3,0.08346283,0.079225816,-0.39856505
648.13,-1.7218485,-0.92635775,-1.5054108
572.2,0.16101538,0.27025416,-0.4446432
842.01,0.50762326,-0.23628101,1.5805094
719.91,0.7294834,-0.0862712,1.3986996
