,x,y,z
611.1,-0.048150778,-2.0724673,8.18636
648.13,-13.760355,1.7557416,3.4999363
V45.4,7.5526834,4.5477247,4.642502
494,2.905777,-8.158068,-5.7104287
V15.29,-19.005816,8.574365,-7.8938084
V14.9,-0.8144551,7.0150833,-5.0682864
V14.6,-10.550558,-1.7443626,17.664543
V72.60,-2.1925154,-1.390439,-2.6014047
634.91,1.8793001,-7.206058,6.1887712
647.64,-12.943417,-5.0076547,1.2864068
585.2,4.6726575,4.726378,-23.365177
585.1,3.1017816,-3.0759747,-6.5863104
V23.81,-12.128031,1.9166293,3.0034046
642.52,3.0382853,8.45016,13.537035
649.13,-12.837743,2.6186109,4.2221007
649.03,-17.487219,-0.64486754,4.643309
649.04,-10.501308,-4.446775,3.8402865
V23.83,-10.217546,0.84798944,1.5372868
611.72,48.232483,33.37927,-42.395016
V73.98,45.889294,-18.479761,-6.1336184
616.89,13.274374,-1.5153861,-8.734449
493.91,-49.134605,-26.858137,121.38963
519.11,2.657369,-8.688645,2.232102
V12.72,-6.20967,6.994433,0.3255884
V85.37,-3.322012,20.826374,-17.496725
295.82,5.38467,-1.246174,0.9012228
V26.29,-28.393341,-7.149887,-7.1786757
V45.74,-10.096248,9.383957,0.78052294
642.4,-11.301969,-4.958924,-0.44391274
462,71.54421,21.84614,6.232125
624.9,-161.7091,117.66887,22.818865
626.3,3.952736,2.2736325,-5.250327
626.5,1.8869927,1.987996,-5.2107115
627.9,11.077424,-0.61371064,-2.7942734
626.7,-45.431248,-10.813396,3.6673856
627.3,11.206841,-0.8420594,-0.795074
839.21,7.914723,-1.0301175,12.413752
623.9,9.215871,1.2134056,-7.868499
V05.9,-6.182335,-5.0789804,-6.5695195
V67.2,7.9538164,6.3090353,-4.2787633
V15.52,-20.15476,-26.278973,11.559162
643.21,2.357517,8.587353,11.706588
592,-6.467989,-3.6708713,8.709616
625.6,3.0216777,3.1467657,39.705185
518.82,-0.6077845,-4.634506,-3.2869654
V15.1,-29.558603,19.13166,-30.928652
611.82,1.2593138,0.10586578,6.723241
V14.7,-1.5778596,9.763447,1.2412941
V45.87,2.1011806,-2.804757,-7.2624965
614.4,23.760777,-9.166259,-27.610851
634.92,50.327747,2.370122,-3.4070477
648.92,0.6706865,8.459877,10.576719
648.81,0.14427835,8.117838,9.36901
648.84,-11.2534275,-5.2005553,1.4970781
648.83,33.713116,2.779698,22.367868
648.94,-10.519466,-4.315271,3.9600105
311,1.2411486,-0.58260715,0.101127714
V15.7,-1.2441441,2.1163743,5.0708575
V15.89,-9.701828,4.8644743,-3.7958453
V12.55,-1.4944825,4.859343,-3.0432649
642.51,58.23594,-64.18879,25.029963
593.9,8.868751,-5.109225,-10.571026
V74.2,44.16557,32.840385,-103.515205
V71.4,17.624073,29.142832,-20.95449
V70.9,-2.4774659,-3.1160827,-3.2235377
V71.09,23.483109,-40.52036,19.47205
618.89,3.0775006,-9.264505,-2.5044193
616.5,10.80497,-1.1462433,-7.8113666
616.11,11.050727,-3.091961,-13.6455345
614.8,4.5339246,8.305566,-6.0651207
579.8,-6.145024,3.8321695,0.14722562
745.5,15.722211,-11.745635,22.651546
627.1,56.668377,-22.33668,16.977655
V44.8,-5.935992,3.2684124,-16.266638
519.9,2.9035313,-8.405797,-5.822829
300.3,2.017704,-1.2804713,-0.15996316
