,x,y,z
279.3,-4.5025697,-5.9090905,-7.7208867
786.06,-7.577311,-16.362509,-5.647624
660.31,-5.055084,-29.824045,-12.0497055
372.14,-6.7161684,25.980593,-11.808608
571.49,3.5162766,-12.198607,-15.112061
571.8,3.7283797,-15.898183,-16.687468
239,15.141427,-15.894386,-7.4369226
V70.2,2.5465243,21.189535,22.407944
V67.51,4.734812,0.39680848,-7.4916983
999.9,-11.274483,-11.475076,-9.0160885
759.2,6.403613,17.471529,-18.344852
922.4,-9.377307,-9.96967,25.164818
922.9,-3.1703513,-9.474791,26.486753
921.2,-6.345369,-27.9116,17.340656
921.1,-6.231066,-27.907696,17.08261
922.31,-1.9734588,-12.80175,23.135498
922.2,-7.080848,-9.65275,27.132845
922.1,-3.3463728,-9.508301,26.714384
555.9,16.252415,-6.9135404,-12.25797
466.19,-10.698292,-1.4511749,-2.5238147
451.82,4.186366,-24.180872,-0.95871747
451.84,4.319339,-24.257587,-0.8540375
427.1,-16.281897,-19.355267,6.261793
527.1,5.617764,18.168066,-19.390385
611.1,-16.936268,23.928995,-3.5422704
V84.01,-18.49008,24.862663,-9.650527
V84.02,-18.48926,24.795486,-9.651309
433.11,24.73058,14.973427,9.081482
V41.2,19.052713,-18.338814,2.4811223
305.93,-1.2454776,15.811498,13.4662895
305.9,-3.5742233,17.755537,18.49243
235.1,11.007666,21.278784,-24.4877
235.2,12.993378,-9.330462,-24.742498
756.15,25.112495,-6.043361,-0.76450634
710.2,-6.6427784,14.301334,2.4066305
292.81,1.3425788,8.678113,17.939453
E935.3,-9.628646,13.648627,7.363876
362.06,2.3349824,34.405666,15.866436
362.04,1.2491312,34.124813,12.965196
362.05,1.6026987,35.206898,15.723351
448.1,-23.910488,19.107523,0.36005133
284.1,2.7676656,-17.117815,-13.882169
524.62,2.4584699,6.908419,-29.950256
337.22,13.703743,-2.3889086,0.5352424
573.3,3.69392,-11.914373,-15.112015
648.13,-31.178415,-4.160798,1.3880318
572.2,5.2658067,-21.508419,-16.064741
842.01,-16.1304,10.074972,32.930912
719.91,-2.7993176,5.413321,28.729837
830,7.7657304,-11.070752,32.280407
V45.4,19.923227,-7.609998,1.3685601
488.19,-4.3466163,-2.197772,-0.1062997
E828.2,-7.249149,-5.867148,33.796383
646.21,-12.073475,-20.084465,-25.999449
569.9,5.6576715,-12.2394905,-25.08972
271.3,-0.9822582,5.891248,-11.877916
301.81,6.3097453,17.40612,14.250708
480.9,-5.433632,-1.5264668,-0.17067158
211.5,1.6772261,-10.917717,-29.018904
V64.43,20.812298,7.6405606,27.889067
V58.65,1.2890034,-12.200238,-8.818111
V64.41,9.574822,-5.80868,-35.572395
V54.09,9.426169,-5.9303794,26.143766
V54.01,15.93491,-9.049852,22.25989
V42.5,4.9797406,33.28919,1.0563545
785.4,-6.9266424,-10.531723,15.290552
156.2,-1.4799097,-7.794457,-32.298073
733.6,-12.88101,-4.1522064,2.9064915
E958.8,0.12195611,12.019404,19.071283
671.31,-7.1469407,-13.988444,-24.839758
783.5,-5.2922964,2.3365698,-8.385072
793.82,-15.679246,18.963675,-9.3163595
368.13,4.576984,26.949135,-10.422826
375.15,-2.3298187,33.5478,-6.0425687
784.49,0.4299096,13.34777,-34.156605
784.59,23.71118,14.767277,5.6790204
E935.2,-1.7172307,3.6537023,11.4489565
E935.4,-1.034052,4.887763,11.493057
244.2,-6.214046,7.1984572,-10.022279
244.1,-7.6996837,5.5601254,-9.167232
567.31,-22.982903,-14.39764,17.499346
569.62,5.724947,-29.645054,-16.551697
564.81,22.15185,12.78354,-4.2660246
536.42,-4.7517767,-16.983282,-13.803971
659.71,-12.271382,-25.513561,-15.951813
V23.82,-33.194584,-2.39071,2.1413064
659.73,-26.380434,-13.626723,-7.321355
V65.2,-3.7007785,19.141336,15.955453
494,-14.891499,-0.8344735,-4.25737
327.31,2.9658313,11.595625,-2.4344907
V15.29,-6.6031356,-31.906075,-1.8023361
V15.3,-10.896364,-5.05631,-34.787853
V14.8,-11.991366,-31.313938,2.3989775
V14.9,-12.489773,-32.242756,1.4203678
V14.6,-10.529627,-30.867647,1.1523104
V03.1,13.506571,8.376337,-30.39169
307.9,3.8770504,10.133598,19.067127
V03.6,13.404846,10.972023,-25.845598
726.73,12.542902,-17.385458,20.629444
726.79,11.405796,-21.96876,14.318133
726.72,11.463687,-21.765808,14.175643
727.03,-19.655863,6.6967955,27.27117
242.1,7.7951183,1.181219,-3.7351875
564.89,7.2406235,-30.20819,-13.597312
550.9,10.922358,-6.9988413,-10.046069
279.05,-16.9786,15.59833,0.6501983
567.21,8.288262,-34.855446,-12.698025
567.22,8.818815,-33.809944,-12.401402
E016.9,-7.637205,2.6087415,19.53782
458,4.978837,1.2396321,5.7090087
911.5,-20.394846,13.367181,11.806148
780.09,17.62997,13.752346,16.813286
135,-19.539013,-0.13510068,-3.8545716
579,9.264334,-6.4768276,-17.326141
366.51,2.1989627,28.432625,-4.958102
788.41,22.23512,10.01813,-11.188223
374.34,-1.4150045,27.56892,-0.417253
333.81,4.23741,24.484419,-0.014041911
V82.9,10.100113,5.1605487,-13.43048
V82.2,-6.651554,15.730913,0.8088977
V82.1,-5.318279,17.954054,-0.33138904
V81.6,11.251202,13.514381,-15.1709385
659.51,-13.986154,-25.755775,-15.735954
154.1,-2.6356268,-2.9808137,-29.417513
659.31,-9.290584,-14.125346,-25.958845
659.43,-24.852884,-11.178933,-6.288106
424.1,-12.687472,-15.993508,6.6767097
676.14,-10.563085,-14.777239,-31.290598
637.9,-33.08471,0.7792277,15.028475
637.91,-33.33,0.7401077,13.59088
453.6,-4.1055355,-22.832144,2.1587775
348.89,26.827816,19.02346,2.9989576
V72.60,5.7979994,5.3262706,-14.454921
995.3,-9.303066,12.145314,8.128021
727.3,13.443542,-13.042842,16.688871
733.29,15.509271,-8.704722,17.25674
