,x,y,z
611.1,-1.376292,0.02840578,-0.585271
648.13,1.5692016,-1.211076,-3.2152262
V45.4,-0.19166803,-1.1519408,2.2750034
494,0.3141033,0.7653444,2.0601773
V15.29,0.09709296,0.28083768,0.5364892
V14.9,0.52598596,0.46233606,0.57688576
V14.6,0.75039566,0.7309707,0.29951063
V72.60,-5.1968703,26.28952,23.272032
634.91,-0.05802037,-1.1154654,-1.7691554
647.64,1.5768429,-0.4385695,-1.320796
585.2,-1.3902626,0.88457406,1.4769402
585.1,55.66986,-43.138016,46.006668
V23.81,27.191593,-44.42204,12.564029
642.52,1.9854252,-0.66576344,-2.380235
649.13,-14.096264,24.7244,3.8016963
649.03,1.8506624,22.275576,-31.127262
649.04,2.0762272,-0.38801664,-1.5521586
V23.83,1.8927557,-1.7265542,-0.129493
611.72,-1.899892,-0.22527033,-0.70220923
V73.98,-0.5583861,-0.5994512,-0.77336997
616.89,-5.054035,3.4618237,0.37624025
493.91,0.473386,0.6184837,2.0467408
519.11,-3.3353689,3.6254,-54.927807
V12.72,-0.3409042,0.66560566,0.6100235
V85.37,3.0484664,-2.2185411,0.96857536
295.82,-0.13599932,-1.3015686,2.2559295
V26.29,-12.960056,4.3721914,57.127678
V45.74,-1.258724,1.069891,0.33434746
642.4,4.152034,10.352325,-4.7139344
462,0.4789778,0.15222153,1.9323182
624.9,12.853488,23.992199,-7.312209
626.3,-1.5645933,-0.7100332,-1.4206338
626.5,-0.9482313,-0.66533923,-1.1985345
627.9,-1.5571431,0.15210518,-0.9040936
626.7,-1.4461004,-1.5319852,-3.1086035
627.3,-1.1079161,0.14869513,-0.92406964
839.21,-0.17877905,-1.0905012,2.1477625
623.9,-66.94343,-31.220732,28.768353
V05.9,0.7247516,-0.42085433,0.50362974
V67.2,0.09182176,0.58751583,0.58678585
V15.52,-0.21054918,0.6433102,1.2223336
643.21,2.8553033,-0.76462317,-2.0563369
592,-1.6321926,2.7009206,0.4549897
625.6,-14.18093,-6.2526016,2.1655693
518.82,-30.467567,158.8451,8.558696
V15.1,-1.9738201,-1.6352643,1.8330165
611.82,-2.3813498,-0.24254203,-1.4572983
V14.7,1.1191949,0.83914936,0.25692353
V45.87,-1.2783289,0.6783391,1.6080674
614.4,-0.51997167,0.18016416,-0.36096895
634.92,3.4004955,-39.039024,-28.034876
648.92,2.1031146,-0.72358924,-2.4862113
648.81,-0.60840964,-1.1951534,-0.8400067
648.84,1.6959405,-0.46145248,-1.3163457
648.83,1.6704413,-1.0546529,-3.087985
648.94,1.9189315,-0.84423506,-1.9507446
311,27.77857,43.302017,105.49522
V15.7,-0.82707584,-1.0020033,-1.0841168
V15.89,-0.08051606,1.0817215,1.050787
V12.55,0.33803248,0.6113206,0.6514587
642.51,8.973204,-82.530716,5.9699707
593.9,-0.85582584,1.0018066,1.4761454
V74.2,-0.6118357,-0.9269247,0.07054973
V71.4,0.043029428,-0.5982832,1.4787118
V70.9,0.006124463,-0.72201467,0.32221782
V71.09,0.36014828,-1.3282334,1.1585884
618.89,-1.0604815,0.27970907,-0.31908813
616.5,-0.29237264,0.025966674,-1.2475677
616.11,-0.6210765,0.24609387,-1.0905639
614.8,-0.73988724,-0.7077817,-1.425136
579.8,0.16522592,-0.29010272,0.7056982
745.5,4.6859913,0.804965,2.045628
627.1,-1.0009656,-0.3496859,-1.9900866
V44.8,0.067087844,1.2504904,1.6137562
519.9,-40.449146,33.551918,-0.22230357
300.3,0.12460242,-1.3588885,0.67555285
V45.51,-0.79837894,-1.6579723,-1.4876937
723.1,-0.15976426,-1.1008867,2.1451523
296.34,15.440731,12.010097,21.515196
V67.6,-0.54848164,0.16588956,0.22647347
V68.9,0.4616009,-2.0440872,0.47972333
610.3,-2.4671516,-0.14112204,-1.9587582
610.2,-2.642963,0.58261865,-0.12617242
627.4,-0.8883799,0.0819011,-0.944374
627.2,11.917356,-4.821931,-1.9055916
V26.0,-0.49282935,-0.008144334,-1.4283854
621.9,-12.357778,-52.349747,-18.370153
646.9,-1.2472422,-0.6734629,-1.5424337
V65.3,2.7115908,-1.9663657,1.567564
640.03,0.010390371,-0.93516916,-1.8149804
621.2,-0.7708725,-0.37360212,-1.0826926
587,-36.31497,-27.629406,-21.870216
E000.8,2.7392154,-0.12389582,-11.873951
V87.2,0.42260548,-0.5128136,0.9299818
518.83,-0.9068307,9.429204,2.408956
518.84,0.38787633,0.87951845,2.0315545
721.42,-0.20652536,-1.0271103,2.2523034
V85.54,0.5225943,-1.6492573,0.26684555
786.52,0.1994583,-0.020598834,1.502529
618.9,-1.1123098,2.279196,-0.8312781
618.2,-1.3803586,1.8036357,-0.62447
618.4,9.048865,142.64114,49.082306
V45.79,3.8941932,-17.903372,-5.5531044
V46.3,-0.47261077,1.2916682,0.5618316
617.9,-0.80697775,-0.4849489,-1.4170581
847.1,4.379766,-24.181644,9.990156
746.1,-1.9951816,-2.2396362,-10.136936
V72.61,0.26108342,-2.3193386,0.3516575
V85.22,2.0968218,-1.8454182,1.69171
V85.23,2.6260562,-1.8453836,1.7215338
V85.21,2.1233146,-3.8238328,1.589259
V85.24,-98.22387,34.054226,-20.635853
