,x,y,z
611.1,8.273868,-37.830223,-18.752905
648.13,-28.0856,-43.953724,-15.694933
V45.4,23.082579,14.664484,19.786304
494,13.305669,40.152714,-10.241653
V15.29,17.798052,-5.0361795,44.07527
V14.9,16.735731,-1.0383767,27.41846
V14.6,9.360908,-17.527493,35.38761
V72.60,6.146092,-12.706967,-26.329224
634.91,-25.63084,-26.218912,-38.76757
647.64,-7.3349967,15.126257,-12.299133
585.2,12.410282,40.458267,24.868797
585.1,5.3537283,37.752686,24.5176
V23.81,-20.365004,-43.703033,-15.795917
642.52,-17.45878,15.43632,-28.09758
649.13,-40.88577,19.695036,17.394857
649.03,-44.079918,25.42258,-4.200692
649.04,-14.064479,11.268549,-9.789305
V23.83,-30.044695,33.040855,0.31910354
611.72,3.4299507,-40.667946,-11.68926
V73.98,-21.291195,-13.381742,-27.547548
616.89,-36.853527,-21.688961,16.708689
493.91,27.909637,37.57313,-23.548006
519.11,22.209892,34.86459,-20.325335
V12.72,14.008404,-27.181118,-1.4563065
V85.37,39.844334,-6.6143394,7.5109863
295.82,30.270184,-11.832785,-40.90143
V26.29,-38.747486,-12.719606,-24.95349
V45.74,-14.48045,3.4447894,8.825075
642.4,-41.668243,50.049675,19.765665
462,30.508478,14.803663,-24.2499
624.9,43.499756,39.41161,-11.610927
626.3,-22.420414,-14.122814,-6.5018296
626.5,-25.558746,-21.161879,-5.20989
627.9,-17.158735,50.591965,35.366432
626.7,-27.197226,-24.425934,2.6497393
627.3,-16.228785,-31.032433,14.33282
839.21,41.849377,16.671799,0.48460138
623.9,-31.485392,-14.4095335,15.045006
V05.9,0.9905936,-39.033047,-39.81427
V67.2,13.490609,-37.203197,6.925093
V15.52,14.449936,13.4661875,30.369503
643.21,0.27943185,24.243286,-57.712673
592,-14.22642,6.0785446,53.06905
625.6,-9.229043,-14.952391,25.130836
518.82,-0.67277426,43.662216,-5.218424
V15.1,49.67727,-13.803195,-33.639294
611.82,7.024209,-44.531372,-21.203215
V14.7,23.502861,-11.425551,35.708916
V45.87,-6.0929255,45.042854,14.8968115
614.4,42.490154,-39.45405,-5.8990355
634.92,-26.623655,-32.7202,-38.04723
648.92,-35.626087,24.716875,-24.852127
648.81,-31.302803,18.182549,-18.13473
648.84,-4.2604446,10.942247,-23.71784
648.83,-36.844437,13.193596,16.706535
648.94,-17.367113,5.877012,-14.988988
311,16.468468,-2.694097,-25.641304
V15.7,-15.054303,-11.098876,-38.184513
V15.89,-1.8040031,18.316877,2.307107
V12.55,30.453634,1.3048257,41.77662
642.51,-16.92834,21.69655,-22.387186
593.9,21.634903,-40.971954,-44.100414
V74.2,-16.004486,-13.339999,-18.752905
V71.4,50.07801,8.498143,7.6525946
V70.9,-11.091971,-5.2422376,-3.2089179
V71.09,31.217216,-2.222572,-35.042355
618.89,-2.9027603,-3.6298437,13.508312
616.5,-35.881393,-16.920835,22.637482
616.11,-37.733715,-11.977457,12.633143
614.8,-47.228065,-4.943215,-11.957488
579.8,11.87361,-8.212384,7.7238393
745.5,2.6959758,29.302357,-31.246223
627.1,-39.539116,-29.51981,-1.0608512
V44.8,-12.948265,21.344654,7.371333
519.9,6.023311,40.946007,-16.979864
300.3,17.387325,-0.8135006,-33.699215
V45.51,-25.52677,-30.548616,-9.349995
723.1,35.314724,18.82717,-5.110507
296.34,26.502842,-5.6438055,-38.694096
V67.6,-2.4106894,-51.18419,26.90438
V68.9,3.7760794,-9.8278675,-39.2963
610.3,16.80458,-41.013584,-20.2345
610.2,47.76761,-88.48244,156.86826
627.4,-18.61416,-46.14689,10.295492
627.2,-16.015923,-39.10672,11.84991
V26.0,-55.368576,-2.3416364,-8.132817
621.9,37.489357,-27.86976,-18.347498
646.9,-12.768016,0.6318077,-30.320679
V65.3,45.881783,-22.21933,26.764296
640.03,-22.3496,-32.32855,-33.040203
621.2,-38.24432,-22.861181,-8.222861
587,0.082465276,28.97348,32.66044
E000.8,46.383152,6.562909,12.475877
V87.2,17.756285,22.643253,-31.260405
518.83,-8.3467455,35.762093,2.1607223
518.84,-3.273642,39.632298,0.59632295
721.42,30.501926,16.659437,2.5098615
V85.54,12.5800085,-30.30642,-39.287895
786.52,11.515894,17.888239,-28.48652
618.9,-16.664213,-15.842854,26.503735
618.2,-21.043436,-17.551126,33.871098
618.4,-17.778109,-16.121416,40.8218
V45.79,9.798755,-18.983608,23.29145
V46.3,3.9612966,13.702656,23.904097
617.9,-47.85615,-11.347671,-6.852309
847.1,41.367138,15.663028,-7.4457297
746.1,25.587765,31.875195,37.89892
V72.61,-3.7758415,-12.574872,-51.770313
V85.22,39.520752,-14.950725,27.925535
V85.23,45.2242,-14.532873,22.625835
V85.21,48.284134,-12.97703,30.354303
V85.24,43.157337,-7.9035892,28.135096
V85.25,49.39875,-8.930534,23.767761
682.7,18.705624,15.053154,-4.389452
518,-14.599172,39.801884,2.5787992
590.9,-29.78704,-80.958405,109.850876
V26.81,-43.3289,-17.789804,-25.40986
V76.19,-6.7502747,-30.321003,0.33571804
V76.12,-8.414862,-37.328995,7.0646777
V76.11,-25.043612,22.95139,22.990337
V10.44,0.23979914,-34.76412,24.017075
V10.43,-140.74272,-29.58552,-23.364456
V76.46,-3.5792031,-49.26903,7.0342436
V25.9,-13.571286,-18.144243,-31.306604
V67.59,16.508135,-31.778196,11.657286
515,-50.705338,7.504423,-27.700964
795,-7.790291,-13.739992,2.453324
590.8,0.2209043,24.138702,39.29964
596.7,-11.245886,18.224642,33.77345
596.59,-9.636194,8.427381,21.532795
596.1,5.7927313,-55.63847,-40.691174
V15.59,20.07704,10.165289,29.78225
V23.85,-25.292034,-48.691586,-8.011673
789.02,19.632368,-13.931764,6.7908125
366.12,29.310947,3.4659355,-11.668161
648.74,-0.98145545,11.9636135,-14.226449
644.2,-54.079365,23.188951,10.660526
626.8,-32.230354,-18.083178,-4.5619493
564.1,17.093477,-17.253775,-0.76934487
518.1,-2.950162,45.189198,-17.498846
V12.2,9.260838,-3.4929283,-13.8099375
V11.9,28.534094,3.2119796,-42.252567
599.71,-13.286662,11.21751,36.52557
786.09,12.48469,44.65615,-17.602333
V46.2,6.1319966,41.750507,-0.66596293
V12.50,7.5590196,19.293549,-13.435911
V12.70,9.23689,-20.780998,4.383309
648.43,-48.75768,30.178986,-4.3694754
648.44,-9.31737,8.914939,-19.682709
386.11,30.35546,13.170945,-14.100124
V45.83,-6.1752663,-43.298462,-9.228821
V72.9,-8.826442,42.088383,-31.173576
V70.3,49.476784,50.181213,-4.907812
V73.89,28.660728,37.921623,17.470785
618.02,26.32993,-39.485935,-0.98893
516.31,14.02581,48.600002,-0.68973196
642.71,-19.514656,26.7082,-19.85607
642.91,-27.287945,23.247675,-23.46572
595.1,-49.75862,-4.0747485,18.129667
585.6,-3.9000251,44.54041,21.820847
584.9,-1.217815,24.069761,13.574588
518.89,5.9820986,51.7226,-13.607433
521.02,18.13877,23.191692,-16.438267
593.3,-14.2554865,13.791718,48.809475
V54.89,8.269576,17.001602,17.72383
V65.49,12.718652,-18.76252,-24.946732
V69.8,21.89944,-10.092152,-28.381666
V74.1,2.0556154,-27.364725,-46.52972
581.81,2.6802006,40.483395,16.385624
E927.9,36.354958,28.410973,-0.8121716
648.11,-37.244236,16.054094,-22.718239
V10.83,-21.60458,-42.714375,29.892052
V10.72,14.827776,-36.45696,17.942076
599.72,-18.874414,10.069584,33.742
V58.81,-7.7199883,34.173443,-11.699187
643.83,-40.373024,31.525505,-7.8572326
511.1,8.163093,15.4790325,50.139313
625.1,-61.734283,39.34138,3.5267956
V68.09,241.85254,-127.05441,673.80756
579.1,16.117493,-12.001252,-5.70091
594.2,-12.243262,13.305356,57.477413
519.19,28.87158,-51.76966,8.934292
V49.81,-6.886926,-41.82878,11.835807
620.1,-51.665573,-5.7347665,-30.60243
622.8,-31.347582,-29.185053,3.7223823
621.31,-41.418133,-35.46251,-4.817029
647.63,-36.539894,22.673222,-2.7394686
V72.84,35.369816,15.459173,27.639862
V72.83,40.697693,17.193544,25.656729
V72.82,41.91775,17.527073,32.52739
V45.3,2.0435622,-20.918604,10.285305
618.01,-12.024955,-21.165724,29.356016
V15.83,-1.837655,-19.98989,-50.87175
786.59,9.251705,18.291185,-22.993467
V76.3,-21.057966,0.72988665,39.535954
V72.31,-26.092001,-0.3363664,8.267568
V69.4,24.14186,-4.6188626,-23.770548
V72.4,28.62213,-33.932377,30.262861
V72.41,30.013924,-26.864124,46.458363
522.4,19.806406,14.596065,-20.724583
629.89,-23.630285,-14.163588,12.301828
618.6,-22.139202,-23.204166,40.196922
610.1,8.877545,-37.60893,-7.824048
V14.4,14.673605,-23.840939,35.999966
V14.1,15.974984,-14.783598,33.813854
V14.0,11.465521,-8.26386,34.300552
V14.3,4.5848174,-12.192906,35.144833
V14.2,9.756507,-11.771171,40.42138
V27.1,-28.590149,6.2146096,-7.38831
V87.43,3.918295,-49.701584,20.441788
V72.63,41.215904,10.117232,24.30937
V72.69,7.740889,62.62274,24.162817
620.2,133.9003,-16.47855,-55.379368
V72.5,-4.0360975,-0.13910998,-11.406799
585.3,40.666367,33.858658,-30.352385
585.4,39.079178,28.28721,-36.100605
585.5,2.4292111,47.80394,22.839754
585.9,-1.7721777,43.536854,30.388718
648.23,-41.24597,24.184525,3.998335
512.8,-6.586884,46.34652,-11.8399515
517.8,14.308557,50.608295,-9.763391
518.4,-4.2260027,51.4897,-0.42487168
618.83,-10.441956,-20.07681,20.21455
618.09,-12.84365,-15.094375,34.27302
649.21,-24.427263,28.002127,-29.89223
V45.02,19.364313,30.676863,1.7656407
600.2,7.431891,16.685858,-5.6237917
V76.43,50.023056,-2.866402,-14.016244
478.19,27.018703,22.13623,-24.28822
V67.01,-4.161352,-39.86753,27.753044
V65.5,3.8897145,-2.5672436,-27.758232
592.1,-7.623792,10.245848,53.576786
611.6,-10.151703,-27.962349,-11.26676
628.2,-43.35039,-9.144438,-19.785452
627.8,-84.94325,50.15219,21.253845
V15.82,-19.585098,-54.014507,-25.302385
649.01,-31.307217,16.1754,-28.362179
611.71,-3.9324403,-36.157722,-9.271123
V23.7,-25.839869,26.778666,4.2896147
493.82,28.429148,29.604753,-21.5102
461.9,31.637714,17.961437,-19.229021
V78.0,3.8553274,-36.867237,-45.90618
641.1,-34.483868,9.748348,-3.0903568
641.03,46.80109,41.518143,-49.7536
285.9,4.3587766,-7.886795,-11.199855
625.71,-46.34706,-9.743312,13.549157
V15.09,20.765226,-11.691655,27.298193
V15.08,8.778857,-12.201575,27.770247
V47.2,3.7202954,28.82062,-9.180537
599.1,-18.812819,0.8107763,22.258257
V45.82,15.599418,24.686855,-2.1691842
V45.81,-2.2080598,40.693806,-54.04944
V72.7,42.43727,10.568599,-24.34345
651.01,-12.897337,27.030024,-25.077219
651.03,-46.496166,9.838233,3.7335925
216.9,39.144543,-0.55729157,-16.802025
211.3,-50.72073,32.758724,-23.368652
611.9,4.3176756,-33.3564,-12.785055
642.04,37.17689,-32.257706,9.381903
642.03,-0.8266946,7.0963087,-59.763977
624.01,-35.65277,-25.569,24.392416
599.81,-12.716836,-22.959576,38.182087
V72.85,-5.371874,-4.052047,-16.17541
V28.1,-50.52599,30.005732,13.007811
V71.5,17.243128,5.684686,-41.00742
V72.6,-4.7447386,-9.764347,-2.7667537
614.3,16.250204,62.258064,7.2750125
611.3,15.344515,-35.370132,-15.205937
611.79,2.182544,-35.29204,-5.593147
799.21,20.078667,1.8942373,-26.03523
789,16.17372,-6.248933,0.9386676
642.33,-26.789572,22.057104,-10.046977
V60.0,34.370037,0.6825238,-47.993553
790.6,50.189686,-28.184937,-88.498505
V25.09,28.956486,54.31199,-8.323055
370.33,34.024452,4.2639074,-8.542513
715.36,30.24195,16.290281,11.990983
616.2,-29.545065,-20.972181,18.103348
