,x,y,z
279.3,-2.390901,-0.24781455,-3.254641
786.06,5.2454276,-7.5042953,-8.732195
660.31,-4.8735127,-16.101313,-2.755527
372.14,-10.444503,7.642798,4.9558854
571.49,0.7335986,0.67193526,-9.362168
571.8,1.6797601,1.4131567,-10.343376
239,3.1563046,0.711663,-6.599844
V70.2,6.7499313,13.897905,5.3564734
V67.51,0.3898019,2.4737473,-1.214785
999.9,1.994441,-7.910102,-7.79994
759.2,10.4826565,-2.2091427,-0.9275962
922.4,-3.5825074,-4.1413913,9.341091
922.9,-4.590158,-3.7523382,11.391334
921.2,-8.999892,0.8076449,13.106609
921.1,-8.897268,1.0511156,13.123654
922.31,-1.9249562,-1.8482788,10.238499
922.2,-4.462196,-4.1291947,10.22786
922.1,-4.6626925,-3.7230747,11.428381
555.9,6.3392816,2.4338014,-6.346679
466.19,7.4666862,-6.1405954,-3.932465
451.82,1.4622964,-5.5530944,-9.000309
451.84,1.3971165,-5.6395407,-9.074788
427.1,3.6257052,-12.994513,-2.738228
527.1,12.111033,-3.678881,-6.082437
611.1,-3.3713474,11.643665,-8.737892
V84.01,-5.4731307,10.842261,-10.585188
V84.02,-5.570473,10.827979,-10.527875
433.11,12.365656,3.4362342,1.094306
V41.2,12.931737,-4.8282204,0.18155105
305.93,4.643049,9.283709,5.160692
305.9,4.7162642,11.282081,6.954642
235.1,13.007711,-4.827939,-7.8542986
235.2,7.9263797,5.000539,-11.982745
756.15,9.436855,2.7450879,7.101673
710.2,-4.1927466,3.085188,4.504519
292.81,8.626101,9.912899,3.5471532
E935.3,-4.9820504,2.302438,6.4224653
362.06,-3.418077,17.916857,-0.41232577
362.04,-3.4952755,17.420488,-0.26891825
362.05,-3.3587217,18.013458,-0.36124378
448.1,-11.097025,-4.3005514,5.715794
284.1,-0.004848774,-1.5078068,-9.780591
524.62,14.413795,-1.5215397,-2.4403882
337.22,4.7067018,1.4204596,5.138237
573.3,0.75988215,0.80176085,-9.226202
648.13,-15.715688,-2.2302532,-1.2504016
572.2,0.5489911,-0.5508908,-11.451118
842.01,2.3411252,4.199232,14.825662
719.91,7.044916,0.35114217,13.722111
830,0.5973726,-8.037742,11.07441
V45.4,6.186338,3.439053,8.16452
488.19,1.0547129,-1.7229139,0.744269
E828.2,-4.894942,-4.7209134,14.525077
646.21,-6.5710664,-8.845838,-5.043719
569.9,4.6980963,1.4803727,-12.591393
271.3,0.094261914,3.9919097,-3.3800082
301.81,4.2326393,12.546518,2.5565186
480.9,0.9073821,-1.3293424,0.60998
211.5,1.3396106,2.4519224,-12.95513
V64.43,9.111859,-8.594966,11.113112
V58.65,-2.2146142,-1.407649,-6.5092907
V64.41,0.18872365,1.1662042,-17.707623
V54.09,1.6663079,-5.41999,9.644703
V54.01,4.7492127,-6.919204,6.1021843
V42.5,-5.9886813,14.082565,3.8775477
785.4,-1.3799183,-9.117236,3.7060165
156.2,-0.7538654,2.1616902,-14.291456
733.6,7.2479753,-8.277422,-1.9802067
E958.8,7.8339753,10.828014,3.921212
671.31,-7.4760776,-6.129138,-4.906931
783.5,-2.717096,3.7699358,-4.5434
793.82,-5.6678543,9.959155,-7.479864
368.13,-6.1214933,8.69646,7.1335115
375.15,-7.94049,11.344663,3.7131598
784.49,13.912374,-1.5653168,-6.1319532
784.59,12.554916,4.3986835,-0.2778099
E935.2,2.1383436,5.3178797,7.316139
E935.4,2.0190995,6.119126,7.6686764
244.2,-2.1526217,5.434315,-2.9968848
244.1,-1.79966,5.936083,-3.035162
567.31,-3.6133628,-14.158742,3.6102014
569.62,6.902073,-1.6651444,-12.373014
564.81,7.930968,9.254342,-5.514132
536.42,8.385128,3.0857553,-3.4794018
659.71,-6.491782,-14.383351,-5.071774
V23.82,-15.990988,-1.5035384,-1.5516561
659.73,-13.560545,-6.7691975,-3.4687545
V65.2,3.32193,10.346309,6.4936266
494,4.9994783,-5.9647512,-2.5271971
327.31,4.4194045,7.5147777,-1.6573541
V15.29,-3.7408745,-5.3576984,-3.8845644
V15.3,-4.3521314,1.1968504,-13.702737
V14.8,-4.3526454,-4.5225735,-1.9726824
V14.9,-3.6511467,-4.2490396,-1.8297846
V14.6,-4.3956547,-4.5252795,-2.2289221
V03.1,-12.3042555,5.122737,1.2411587
307.9,8.570181,10.795079,2.9426613
V03.6,-10.951466,3.4369795,0.90507925
726.73,4.069207,-12.33558,8.338699
726.79,3.3732092,-12.399214,7.2459006
726.72,3.1816459,-12.3825655,7.3338127
727.03,3.6111784,3.637122,11.685275
242.1,0.75469345,1.384231,0.56665397
564.89,5.7520623,-0.89261144,-13.033715
550.9,3.4496126,1.9757013,-4.880603
279.05,9.35936,2.8423603,-6.2946014
567.21,5.418388,-2.039057,-15.013077
567.22,5.4376836,-2.007985,-14.950699
E016.9,-3.8718488,-7.6475205,11.547952
458,2.9980586,0.20495854,1.9845604
911.5,-10.155891,1.7004341,7.4549794
780.09,9.824697,9.269,1.2600336
135,3.9521875,-6.349923,-3.936256
579,6.682228,5.401236,-7.441601
366.51,-6.5838046,9.670457,3.2451515
788.41,2.4240575,9.823409,-6.9786506
374.34,-6.327934,10.455641,2.0610886
333.81,-3.0474827,9.194127,4.417265
V82.9,-6.649187,2.900409,-0.58235294
V82.2,-3.1674364,3.7089455,4.229071
V82.1,-2.3491442,3.8910418,3.9599793
V81.6,-9.4313755,4.1366453,-2.9845357
659.51,-7.640813,-14.442258,-4.5542674
154.1,-1.751522,3.4407568,-13.647925
659.31,-7.82806,-6.5431585,-3.982832
659.43,-13.180797,-6.047811,-4.3502607
424.1,3.0844817,-13.162928,-1.3642461
676.14,-7.383666,-7.3041644,-2.159053
637.9,-15.592239,4.4802337,-5.9486785
637.91,-15.541917,4.178089,-6.3137407
453.6,-1.0560483,-6.9594727,-7.2330565
348.89,13.601054,6.119589,-0.4179569
V72.60,-6.524332,1.7687813,-2.938303
995.3,-5.4488525,2.395824,6.9113154
727.3,6.0013123,-11.415583,8.320749
733.29,4.8259172,-4.529145,5.7990336
676.24,-6.9766316,-8.706193,-2.9105966
266.2,-0.5072983,4.284861,-3.020052
747.49,1.9191263,-7.115767,-0.81649715
996.59,-3.2726707,-10.957681,-1.8670906
728.86,-2.7479768,-11.909871,2.7411427
917.7,-3.7683845,-6.9403563,6.6612964
917.6,-3.803643,-6.856671,6.776802
647.61,-7.189245,-13.328641,-6.0024652
918.2,-9.129942,8.405322,8.537944
634.91,-15.42496,4.067934,-6.2290983
694.5,-6.1428676,-0.7132781,4.9256496
647.64,-7.5965033,-3.372316,-6.1532874
493.21,6.805745,-5.2016916,-2.4257271
300.21,1.4820365,10.672324,-0.17325112
V58.0,-3.4612944,-0.74043924,-13.923715
353.6,-0.51431173,-10.444909,3.6422334
V62.81,3.3212712,13.149354,7.9052134
572.3,1.1088527,-0.40154085,-10.863877
V84.09,-3.93007,5.25174,-9.958816
371.82,-9.446768,8.879354,8.0471735
585.2,2.5912623,-1.5835128,-3.7581818
585.1,2.7335744,-1.98708,-4.044711
727.1,4.157794,-13.719152,6.899316
305.41,3.8579295,12.902072,8.070533
305.21,2.7624402,11.094179,8.44153
305.22,2.8427892,11.161577,8.395739
802.8,-9.177384,0.42219475,13.675683
373.31,-10.262394,7.660091,4.861156
173.51,-14.807269,-2.3163934,6.458714
403.91,4.2420535,-2.1362746,-5.6882057
V23.81,-15.217349,-2.1996908,-1.8877774
569.2,9.574149,5.97388,-11.47224
305.91,4.956073,11.336165,6.845268
355.3,4.7074814,-3.1294405,6.6536555
726.91,4.961333,-13.067479,8.629208
726,5.3491373,-3.1456475,5.725985
425.8,3.3350601,-12.144276,-1.1202978
424,-1.0784528,1.7758883,-2.4647276
362.03,-3.4128394,17.784842,-0.30483538
724.5,8.012097,2.0204408,8.026601
789.2,0.47066262,-0.8211302,-9.891737
836,10.474878,-8.163569,7.513845
836.2,13.115972,-6.9889855,8.095673
836.52,7.806323,-3.6289804,7.257772
642.52,-6.6141267,-9.044417,-4.114138
199.1,-2.9713566,-0.08209244,-14.0313015
286.7,-0.09694441,-0.023324562,-5.883053
E930.4,-5.7229657,3.5984247,7.0812235
348.39,10.575969,7.3542476,0.4853701
719.16,10.415624,-8.672018,8.24165
726.6,9.388045,-8.764766,9.324207
389.01,14.12863,-6.5848465,1.3969108
728.79,4.083503,-2.9751344,6.661528
153.4,-1.284701,2.7926426,-13.7109995
153.1,-1.3933153,2.6732924,-13.772828
152.8,-1.4646616,1.8589085,-14.146712
642.73,-13.804799,-7.0807924,-0.9990356
153.6,-1.3670287,2.775558,-13.712912
649.13,-15.69882,-3.7543628,-0.9826253
431,13.026961,4.5801797,-2.0326338
649.03,-11.953321,-0.7998319,-2.3017483
649.04,-7.0802846,-6.3515735,-5.6763334
726.61,9.334073,-8.612588,10.082952
649.11,-10.330356,-13.699125,-4.626531
428.31,6.0945773,-12.501414,-4.570706
995.1,-5.7405996,2.8029099,7.6702757
E005.2,0.42322582,-8.416444,11.186062
670.12,-7.3148,-9.817135,-4.8548465
477.8,9.58875,-4.936176,-1.4699885
891,-0.21421161,-1.532758,3.8531883
197.7,-2.3810155,0.47004232,-13.971033
197.4,-1.1856172,1.8899233,-14.282607
362.81,-3.71758,15.732232,-0.13610229
362.57,-5.201099,13.412535,-0.36878207
879.2,-3.2207751,-13.131535,-0.60614145
879.3,-3.2142088,-13.115057,-0.60657233
250.5,0.34315255,1.727697,3.0849354
V79.9,-10.708776,4.252448,2.6882448
V23.83,-13.36321,-0.26539335,-1.6597117
V26.51,-6.613423,0.022739742,-9.508751
757.33,-10.306277,-2.2807117,2.001358
E916,-4.1665473,-9.134631,11.034883
E915,10.460057,-0.11702062,-9.250315
E914,-9.091541,8.245023,9.15619
382,12.054909,-7.236879,0.01314112
424.9,3.3999293,-5.353738,-8.143852
