,x,y,z
611.1,-0.11525193,0.3110245,-0.021005545
648.13,0.24901865,0.2695974,5.22344
V45.4,-0.4829844,0.020913584,-0.16526188
494,1.3986739,-3.7197456,1.575852
V15.29,10.226241,6.879854,44.860096
V14.9,99.55749,10.528839,-1.3475995
V14.6,0.007855149,-0.23261607,-0.023289584
V72.60,25.449062,28.481024,28.940468
634.91,-0.03174462,-0.10522206,-0.021155547
647.64,-0.01173706,-0.08801127,0.06543184
585.2,0.013774544,0.016031891,-0.06186275
585.1,-0.20766546,-0.024238288,-0.059194572
V23.81,-0.19985017,-0.012894178,-0.10110575
642.52,0.12329801,-0.28879797,0.0010451227
649.13,-0.11284057,0.22222364,-0.16712302
649.03,0.07916705,0.048829913,-0.20314234
649.04,-0.18134353,-0.036001947,-0.31517258
V23.83,0.1200798,-0.084496975,0.12325424
611.72,-0.1971882,-0.16384241,-0.016675249
V73.98,-0.027977303,0.0055821743,-0.0607561
616.89,0.0567452,0.19133583,-0.028891545
493.91,-0.03096166,-0.017359627,0.007435493
519.11,0.007383436,-0.02810978,0.057364196
V12.72,0.010852642,0.10478324,0.021354742
V85.37,0.06006092,-0.13867259,-0.06522336
295.82,-0.005502805,-0.0105235,-0.0064621074
V26.29,-0.054131575,0.3111524,-0.034050297
V45.74,-0.0036283694,0.057187088,0.023786902
642.4,0.0016503893,0.18158296,-0.04379858
462,0.19191729,0.04439211,0.60198426
624.9,-0.062201723,-0.035142176,-0.053731915
626.3,0.08339304,0.0900995,-0.16212305
626.5,-0.12502003,0.104990244,-0.030744553
627.9,0.43327114,-19.432276,0.22637387
626.7,-0.072699055,-0.34957123,-0.041183878
627.3,-0.11198749,-0.09187771,-0.03744769
839.21,-0.0030918196,-0.060326472,0.068863004
623.9,-30.40839,6.458894,0.6592317
V05.9,-0.04792845,-0.014439177,0.31210008
V67.2,-0.0024337657,-0.20084897,-0.063772604
V15.52,-0.013441268,0.08055805,0.032333307
643.21,-0.114634186,-0.28226644,-0.12788539
592,-0.00021241233,-0.0002983734,-0.022617389
625.6,-0.033197083,-0.012109619,-0.02971374
518.82,0.12721816,-0.027063593,-0.01417581
V15.1,0.0053576995,-0.19132552,0.05106265
611.82,0.013189301,-0.07933233,-0.028587677
V14.7,-0.011294436,0.009574313,0.11736605
V45.87,0.14174658,-0.047892362,-0.19281338
614.4,-0.016961522,-0.01776535,-0.04642926
634.92,-0.017912801,0.07205871,0.008320659
648.92,-21.198645,-16.713684,-10.147649
