,x,y,z
279.3,1.6490735,2.8291843,-1.8935997
786.06,7.1702504,-7.7526093,-6.571622
660.31,-7.567569,-13.284573,-10.022653
372.14,-6.2504582,13.680291,3.3024266
571.49,0.8516929,0.5757396,-9.707956
571.8,-0.74249756,-0.6788389,-9.559363
239,6.685191,2.154501,-10.74343
V70.2,8.101293,9.84599,7.4419856
V67.51,-0.93949556,4.644291,5.3845134
999.9,5.203387,-7.6890244,-4.753824
759.2,-1.5579588,5.301044,-7.658028
922.4,1.2859826,0.4177514,13.893529
922.9,0.108266786,1.7207568,13.463554
921.2,0.32550254,8.523581,10.737689
921.1,0.37365425,8.64536,10.67211
922.31,2.2347507,1.7178906,10.64162
922.2,1.0056342,1.2738863,14.01108
922.1,0.1929149,2.0618188,13.679628
555.9,2.8295486,-3.2314658,-11.2454
466.19,9.707586,-4.2128077,-4.5128393
451.82,2.1647997,-6.930379,-2.006299
451.84,2.1662216,-6.919929,-2.0287158
427.1,6.3139277,-12.590785,-0.25864458
527.1,11.956973,3.1487298,-8.093095
611.1,-4.7136364,11.620039,-10.254352
V84.01,-4.134826,7.8488264,-10.844241
V84.02,-4.252925,7.7501974,-10.79455
433.11,13.907933,-0.31266096,2.8472066
V41.2,11.273036,-5.6955423,2.8324776
305.93,3.093617,10.410182,5.9463053
305.9,5.531352,10.986049,7.6858907
235.1,13.7645645,2.4679203,-8.340489
235.2,2.489187,-4.5283756,-14.23832
756.15,6.4189696,-1.1595616,10.020397
710.2,-1.5196568,5.752003,5.3613997
292.81,7.3428755,6.3915076,5.36321
E935.3,-0.7035883,6.7290654,-0.094721355
362.06,1.396387,17.315018,-5.334755
362.04,1.3474903,17.155376,-5.3777432
362.05,1.3728678,17.25818,-5.372622
448.1,-10.210055,10.045563,-1.3868413
284.1,0.7485682,-1.6034293,-7.413264
524.62,16.05058,-1.5746031,-2.839534
337.22,2.2426589,1.5957015,6.9171615
573.3,0.12165626,0.32843804,-9.330417
648.13,-15.568933,-3.2168148,-2.676736
572.2,2.181011,0.5353499,-10.784114
842.01,-9.357152,-5.1396413,12.03073
719.91,-2.982497,-4.3989406,15.124143
830,-0.8535922,-2.5035627,9.230828
V45.4,5.9404244,0.7757851,10.174364
488.19,3.6540315,0.45667508,0.04478161
E828.2,-1.4460772,3.7550128,15.068022
646.21,-7.3641424,-10.542332,-3.1578748
569.9,2.4432554,-4.8774095,-13.892047
271.3,-2.715374,2.0662673,-3.1775126
301.81,7.402654,10.012554,1.6209702
480.9,3.8652935,0.27160338,0.04704465
211.5,-2.4175313,-0.78062147,-13.551509
V64.43,-4.101837,-5.7674365,17.300943
V58.65,0.9126738,5.153104,4.32813
V64.41,-4.615826,-5.6603074,-12.063957
V54.09,0.76735365,-4.635106,10.50723
V54.01,0.40037873,-6.9106226,8.524693
V42.5,-3.8069596,13.807655,1.1329434
785.4,-5.97664,-1.6220926,3.9254491
156.2,-0.711163,2.4951804,-14.218905
733.6,7.5423484,-6.665258,-0.09135877
E958.8,6.918917,7.643123,6.423514
671.31,-8.171026,-7.527512,-0.9063927
783.5,-4.419262,3.9693818,-2.1844687
793.82,-5.5707026,8.142992,-9.028429
368.13,0.31901234,13.685694,3.807556
375.15,-3.5950634,13.433073,2.043263
784.49,13.002396,-0.41887578,-10.741666
784.59,16.093437,1.1297231,2.648686
E935.2,6.038181,5.5738683,4.541205
E935.4,6.0150213,5.199742,4.380675
244.2,-2.0994635,3.4821608,-6.2741013
244.1,-2.239422,4.2420473,-5.625642
567.31,-6.5150623,-6.053011,3.4569378
569.62,2.7776878,-8.565492,-11.056873
564.81,10.123927,1.2254084,-0.795578
536.42,3.8721201,-8.337425,-9.64656
659.71,-6.0531545,-13.367913,-5.6103854
V23.82,-15.667298,-2.1369343,-2.2797606
659.73,-13.240137,-6.619892,-2.8821852
V65.2,3.5988188,7.7464,4.5688276
494,9.2614355,-4.759261,-2.2790027
327.31,7.548802,5.546604,-3.8944318
V15.29,-3.772717,-7.4971175,-5.804039
V15.3,0.21585214,6.7187676,-14.313774
V14.8,-4.225045,-6.0147657,-6.192266
V14.9,-4.3384185,-6.1035104,-7.360568
V14.6,-4.225759,-6.097486,-6.1224813
V03.1,-14.2618,-3.0298529,5.496264
307.9,8.483358,6.7850738,6.01887
V03.6,-12.277297,-2.3677943,5.096479
726.73,-6.0332317,-9.666156,8.528319
726.79,-5.3920026,-9.987964,8.561706
726.72,-5.1497245,-9.7567625,8.823305
727.03,-9.509459,-3.4792883,9.751021
242.1,0.9343238,-0.18347658,0.24662845
564.89,1.2596691,-6.050269,-12.419023
550.9,3.468783,1.511388,-3.5688095
279.05,1.878476,3.5360546,-2.2150216
567.21,0.54320985,-8.416779,-13.326751
567.22,0.63024545,-8.323336,-13.352746
E016.9,-4.191911,2.326444,9.960654
458,2.7191715,-1.7760105,1.0105152
911.5,-10.196716,10.129356,6.540888
780.09,10.099179,5.3004427,5.8172917
135,11.140529,-7.3905606,-4.3569045
579,0.46570784,-7.5836525,-8.117312
366.51,-2.7606401,13.640981,2.8970056
788.41,5.537617,10.522124,-6.5912194
374.34,-2.1401029,13.226522,1.9399462
333.81,0.8531509,11.694532,4.7515974
V82.9,-5.60821,-0.5020084,-1.0404965
V82.2,-2.2798436,4.909458,5.813484
V82.1,-2.5267766,3.382954,5.4013705
V81.6,-7.7273602,0.9416413,-1.3091547
659.51,-6.646118,-12.905293,-5.914749
154.1,1.0308181,2.0083334,-15.993528
659.31,-8.277947,-8.164275,-0.83795005
659.43,-11.468155,-6.5077524,-2.768411
424.1,4.374352,-13.037092,-0.9327625
676.14,-8.510082,-10.595619,0.83643645
637.9,-15.392599,2.9380622,-6.7858596
637.91,-14.397608,1.6423672,-7.2721786
453.6,0.27130106,-7.0523567,-0.18892708
348.89,12.489113,2.0614142,4.130636
V72.60,-3.80137,-2.0715036,-2.5999284
995.3,-1.1176422,7.27791,0.22957306
727.3,-7.1233907,-8.97131,7.189088
733.29,0.36363128,-4.6315928,5.5386915
676.24,-8.712695,-10.535229,0.16380617
266.2,-2.3508372,0.94746125,-5.456103
747.49,0.4878786,-10.140854,2.6554236
996.59,-3.6083045,-12.978054,2.8663213
728.86,-4.607073,-8.988958,3.2873824
917.7,-8.444594,0.8526338,6.967057
917.6,-8.433708,0.8965241,7.05617
647.61,-5.800594,-12.512326,-5.7817745
918.2,-3.7075744,13.949005,7.928763
634.91,-14.305729,1.5254731,-7.1752305
694.5,-5.109566,7.124393,3.6785512
647.64,-7.1413918,-5.980554,-1.0504735
493.21,10.437222,-3.5803971,-3.1116488
300.21,7.6020646,9.655214,-0.39232546
V58.0,1.236496,5.8609185,-13.376777
353.6,-5.1235304,-2.0479739,4.0954766
V62.81,8.102435,11.538907,7.824329
572.3,1.9022272,0.49478528,-10.668323
V84.09,-5.001416,5.3393507,-12.041991
371.82,-3.7032914,14.657559,7.228883
585.2,6.5449066,2.5866697,-7.7024417
585.1,6.539526,2.3404677,-7.8314037
727.1,-6.875807,-11.539133,7.783842
305.41,6.3011518,11.996183,6.7053404
305.21,6.289757,11.529693,7.277989
305.22,6.344402,11.508068,7.3306017
802.8,0.44188958,9.014321,11.795781
373.31,-6.0056977,13.215295,3.8962297
173.51,-8.370217,13.841095,-4.86556
403.91,6.405957,0.047696315,-8.378165
V23.81,-15.561644,-2.151581,-2.4087982
569.2,3.1514,-1.7776268,-17.643494
305.91,5.555715,10.873984,7.7018294
355.3,3.388226,1.4189935,7.2925887
726.91,-7.495509,-9.761886,7.6979985
726,1.9269948,-3.3789647,5.468827
425.8,6.5413413,-12.832508,-0.83887625
424,-1.4096957,1.6190885,-1.7227412
362.03,1.3271183,17.188414,-5.523265
724.5,6.782751,-2.2862635,10.429252
789.2,0.18847571,-0.9028673,-8.851405
836,5.403324,-10.609297,8.3147335
836.2,4.897354,-12.5049,8.927997
836.52,3.5647764,-5.5133348,5.4209776
642.52,-8.840394,-9.924699,-1.620206
199.1,1.1067407,5.2215,-13.7048235
286.7,0.27718315,-1.70408,-4.7780747
E930.4,0.22737962,5.449178,3.3545141
348.39,10.944852,4.6913333,4.5107474
719.16,5.5917735,-9.872527,6.898473
726.6,4.4872956,-8.949865,7.1496844
389.01,11.817557,-7.0965424,2.3028429
728.79,2.364412,-2.6819909,4.077709
153.4,0.9191406,2.575459,-15.898134
153.1,0.86873096,2.6532924,-15.80976
152.8,0.21171063,3.3343706,-14.577165
642.73,-14.8479595,-8.213891,-4.1535516
153.6,0.91231996,2.6289203,-15.888938
649.13,-15.447301,-5.9380217,-2.7433527
431,14.392278,2.553729,3.8059938
649.03,-12.10951,-1.5496687,-2.0057082
649.04,-6.342636,-8.884742,-1.1026019
726.61,3.9862812,-8.920551,7.1069336
649.11,-9.868222,-11.606164,-7.3388658
428.31,7.4694343,-11.8512125,-2.4477923
995.1,-1.4031473,7.4140697,-0.7279159
E005.2,-1.4833039,-2.338702,9.700723
670.12,-8.801103,-10.534673,-1.8821872
477.8,0.26087934,8.267574,-2.3946695
891,-5.296644,5.07738,7.8656607
197.7,0.88864887,4.381224,-14.010696
197.4,0.038845226,3.130051,-14.548805
362.81,1.5610731,16.202314,-3.3408098
362.57,-0.8501776,14.565909,-2.6560805
879.2,2.43998,-9.565996,-11.771781
879.3,2.4341207,-9.562729,-11.778273
250.5,0.64266086,1.8536516,1.8632112
V79.9,-11.848936,-3.7399426,4.404959
V23.83,-13.670933,-0.82852286,-1.7679379
V26.51,-5.1250887,-6.5192833,-5.407243
757.33,-5.8530536,9.664044,-0.11703476
E916,-6.1287236,1.7143669,11.097478
E915,10.072593,-4.672568,-12.113522
E914,-3.754394,14.004102,8.486915
382,13.089583,-7.0242276,-0.06436852
424.9,3.152658,-8.040658,-2.128026
382.9,12.873982,-6.924804,0.40988955
V01.89,-8.908466,2.2908351,-3.8486822
V01.1,-11.95456,-2.4124267,3.471278
V01.6,-10.985644,3.8839865,-3.7067027
V01.79,0.5615289,1.1671319,-2.8610778
V01.4,-12.652445,-2.095669,3.2389455
522.5,15.233546,3.5248964,-4.2776365
350.1,7.8346405,1.8432978,5.544539
691.8,-8.173831,8.742353,3.8472643
447.71,2.2230058,-12.247825,-0.41400465
727.68,-4.714039,-10.015105,10.331224
376.21,-1.1148707,12.531822,3.0925167
727.67,-3.9268064,-9.092165,11.185462
794,2.5190086,-0.33102623,-2.4063363
727.62,-4.940825,-4.7088995,17.680134
727.63,-10.152265,-1.3548323,10.526981
272.1,-2.5536866,2.014303,-2.692829
785.6,10.658473,2.834163,-7.282524
288.09,0.72643,4.334873,-10.705768
297.1,9.709471,9.522847,5.127966
272.7,-0.19845092,2.7027311,-3.8783414
E858.6,7.16246,9.401017,7.8834124
385.31,13.114733,-10.721481,3.0816982
V17.7,-3.3382592,-5.776981,-4.319249
911,9.671292,4.6012263,6.1954694
959.01,0.48829383,6.3025723,11.323958
558.3,4.889429,-3.362743,-10.915446
611.72,-5.0254493,9.933783,-9.230158
V26.31,-11.736119,-3.0215812,-7.126581
V45.86,-0.3306592,-9.413616,-8.925687
V75.4,-10.675445,4.0252724,-4.2770677
524.69,16.051046,-1.5627577,-2.8428965
V75.8,-8.720132,2.4182374,-1.9648627
274,5.071571,-13.368971,2.403411
805.3,4.4352565,1.413962,11.894391
737.43,5.8966193,-1.230362,11.897951
435.1,13.769962,-0.5736066,2.9991462
794.39,6.6530905,-10.106894,1.7295963
959.4,-9.440355,0.5043177,10.821399
959.8,1.2944711,3.9649606,14.072601
959.7,-2.5054312,-1.8425314,10.272292
959.9,-1.0127325,2.4834816,13.647139
217,-5.201919,10.88285,-10.436662
661.93,-13.397022,-7.9325686,-1.1538063
438.21,15.40107,-0.1447699,1.1219953
438.22,15.315656,-0.06717681,1.278642
255.9,-3.0935693,1.2630107,-9.932304
840.9,-2.9688876,-3.4364235,15.355999
V07.8,-0.38912544,-8.182749,0.24977426
V07.51,-3.3491645,8.274722,-11.20527
281.2,-1.9884918,0.04214859,-5.966579
924.8,0.05509219,2.072028,13.6259
238.79,1.2788435,-0.05389845,-6.3731318
V53.8,8.44777,-0.059038766,0.74467695
530.19,7.803857,-4.974297,-12.78567
556.5,2.4133668,-4.407646,-17.21062
301.83,8.851003,11.127052,4.1535115
634.9,-14.116394,1.2876283,-6.987349
V53.7,0.6387234,-4.848646,10.224069
V53.6,8.205282,7.8632665,-9.0100155
V54.9,2.3401477,-4.6602554,6.6829877
611,2.952937,-0.37947795,-0.6798512
304.71,5.1636386,12.300451,8.319523
228.04,-2.043141,-1.0397862,-11.239742
304.81,5.0587664,12.520648,8.440604
229.8,-5.768891,8.523172,-2.1179802
304.8,5.432026,12.196232,2.3997645
304.83,7.284767,11.966862,4.472105
304.91,4.5956645,10.811135,7.0072927
447.72,3.9274895,6.1104813,-6.8202047
682.4,-9.999705,3.4485369,6.0296216
270.1,-0.92287314,-4.9531426,-8.425857
293.82,8.675351,6.5326443,5.973395
845.11,-3.6181953,-8.117727,10.437581
723.3,11.170657,-4.118227,12.599509
414.8,6.933036,-12.231257,0.31355932
723.9,9.550526,-0.6875031,8.958186
723.8,10.392102,-1.2503839,9.53897
724.09,6.2183657,-2.3058043,8.484479
V73.98,-11.344482,3.5427976,-3.3893566
250.11,-5.030531,4.514512,1.0009184
455,0.59842205,-3.0178866,-16.093277
443.21,12.693117,-0.19502278,4.793996
368.45,0.5631808,13.542743,2.1302037
296.4,9.806665,12.815152,0.43410915
727.04,-9.081923,-3.9380653,10.21223
463,11.552458,0.2011527,-6.774959
436,14.460063,-0.0006467224,1.9579358
482.9,8.07539,-6.139557,-5.4362774
814.01,-7.6235127,-0.07017744,15.50992
676.4,-7.333329,-5.753435,-2.0191994
972.4,9.068913,6.1122384,8.401705
706.8,-9.166579,7.9405465,1.5517823
703.8,-9.192303,2.3759775,2.733939
345.9,11.658064,4.911885,0.9873945
834.02,-10.914135,0.5203862,11.369242
427.5,6.959889,-9.372006,-6.511504
746.9,2.9499726,-12.441216,-4.210988
429.9,3.9714353,-9.988867,-0.93694776
634.11,-14.377603,1.629339,-7.317044
304,5.7135577,11.831541,3.8813415
269.2,-4.0405555,1.3340682,-6.1438413
562,-1.9301732,-2.962284,3.6052177
655.43,-16.385006,-3.21965,-2.0507812
655.53,-16.430433,-3.1552944,-1.8957505
616.89,-11.22846,6.2785163,-9.670025
448.9,-10.320326,10.174696,-1.7574421
799.02,8.714945,-6.875477,-3.651089
V02.51,-5.377039,-13.02528,-5.298767
727.61,-3.8439283,-5.1178126,16.447317
414.2,8.53729,-11.930588,1.6202315
389.05,13.3094425,-10.393739,2.7254574
389.21,13.276112,-10.292528,2.7828443
389.17,12.926022,-7.75627,4.650925
876.1,-4.2679296,-9.306014,3.8083344
874.8,-5.077025,3.9249363,7.4295506
289.9,1.2798663,-0.37402,-6.1712856
273.1,1.5224841,3.04066,-7.7179656
784.42,12.973542,-0.5027087,-10.7837715
995.4,-0.40516967,6.9214063,1.1880296
715.18,5.94007,-4.776668,7.488524
339.12,12.70653,1.7383902,9.891879
728.83,3.3479548,-4.29854,7.438177
728.71,-5.3554864,-9.798222,8.298039
728.89,10.99129,-4.139825,9.802147
729.39,-4.153227,-9.932446,-11.424824
728.84,-4.015791,-8.669265,-12.494352
375.56,-2.905201,11.46374,3.7981246
729.81,1.0338235,-4.66187,1.8589427
789.03,-2.2593462,-4.3017354,-11.97217
129,3.360286,-3.1299999,-11.753065
214.8,-6.373053,8.603269,-2.0647566
E854.2,6.2309904,7.8796096,7.010173
E855.0,7.6772804,8.478119,7.262563
275,-0.3760928,4.0004425,-4.2273464
276.4,6.6826854,-8.563277,-6.8909984
381.6,12.9847355,-6.933799,1.689846
349.82,10.784153,5.2064576,5.5799003
376.01,-3.3916812,12.058785,6.679448
722.9,3.318784,-1.7926089,4.087208
928,-1.2896588,-2.3767908,7.909387
414.12,8.566687,-11.974675,1.5416499
331.83,7.8549004,1.8677286,4.5832906
707.05,-3.7136397,-4.8317494,5.2945867
852.01,2.772391,6.8844438,12.0414
487,2.2793214,1.5913011,1.0942655
823.01,-0.16165428,-7.2156157,11.996466
112.84,8.065583,-5.2671514,-13.118011
824.2,-1.2074987,-7.807639,11.851771
V77.0,-6.9115663,-0.071369536,-1.6344131
V77.1,-6.791322,-0.046663083,-1.6124837
493.91,9.963769,-2.6076002,-3.6077576
641.83,-13.282455,-0.7042989,-3.8438585
641.33,-13.737585,-3.9329321,-2.629499
E926.2,-6.5657,8.661806,6.233655
641.91,-9.342842,-9.865634,-5.2084765
662.11,-6.250916,-14.186408,-5.4795494
755.6,3.5667365,-9.493794,7.60079
427.9,3.1591394,-2.3071947,0.1609425
707.23,-3.8547816,-4.9812365,5.5354795
707.24,-3.7975175,-4.8620477,5.3004603
780.51,7.533159,4.252439,-3.2101004
707.22,-3.877364,-5.12264,5.69634
780.53,7.7060585,3.9093432,-3.2225003
780.55,7.312201,4.075998,-3.4173071
381.89,4.3572392,-2.0911775,0.9434642
239.4,5.510737,8.984514,-9.683839
935.2,9.746222,-4.720592,-12.201439
730.16,-7.101827,-3.3489745,3.4139788
933.1,7.675109,-7.3713717,-8.911724
924,3.609014,-0.47841963,5.1260715
923.2,2.0136662,0.81834996,10.37527
923.21,-4.1863217,0.68669015,14.746397
519.11,9.689069,-2.7577317,-3.9084387
530.12,7.9033284,-5.111385,-12.904524
574.71,-4.3281593,-1.8576512,-16.605165
242,1.474569,-0.8280386,3.5101812
663.01,-9.553073,-11.73292,-3.3912373
V50.9,-10.109293,8.815629,1.085615
V12.72,2.970095,-2.5043838,-14.528555
V85.37,-0.7945269,-10.895855,-7.810592
342.11,15.44871,-0.31872892,0.7461875
V58.12,0.61997277,5.8039594,-11.814177
V58.11,0.79498225,5.6390643,-11.53926
V49.84,-3.9044614,-5.4731846,6.007131
342.91,15.414853,0.62029964,1.7138076
232.4,-9.806903,12.223459,-4.371179
232.5,-9.856732,12.071801,-4.349395
711.08,-0.99491256,-8.366919,5.9819274
709.8,-9.240951,7.0680575,-0.5791437
999.7,3.654548,1.458619,-3.717555
414.3,6.550338,-9.871072,2.1287837
823.42,0.4804367,-6.850615,12.422276
E929.0,2.318219,4.8786845,14.493242
E959,6.2589054,8.572538,5.2015967
295.82,10.665545,9.650542,4.064506
V26.29,-11.021327,-3.2497416,-7.996078
V45.76,3.501054,5.135266,-14.568274
V45.74,5.6929765,7.3995376,-9.552229
342.1,8.150471,-0.14899302,0.68042415
276.6,5.4667053,-0.68341714,-7.2289696
599,3.765684,10.543882,-6.5165815
V17.0,7.7260957,12.609637,7.997985
V26.42,-8.5031595,-3.2045004,-5.1958847
642.4,-8.138296,-5.8711796,-1.397114
313.81,10.133246,8.6271,0.77357745
410.71,9.294129,-12.010729,-0.43351153
379.99,-3.4929311,13.460714,7.0171556
379.92,-3.2623312,12.501647,7.002806
945.05,-5.873003,7.824534,9.227121
285,7.69176,0.9945734,-7.8259096
244.9,-2.4492152,3.0597997,-5.251103
684,-9.420517,6.631211,4.267849
660.61,-7.8090425,-13.269896,-9.867382
380.4,11.809283,-6.8533316,2.378406
531.9,6.988134,-5.873318,-13.992674
462,11.574438,-0.029958451,-5.5788755
555.2,2.2677708,-4.706718,-17.22878
719.86,5.3233438,-9.511583,6.9633136
378.83,1.5546895,10.581263,0.40328258
256.8,-11.002395,-3.3743331,-8.320248
354.9,3.2452788,-0.65445876,7.3559446
256.2,-6.217659,5.1493115,-6.951437
276.2,5.0998564,-1.3491348,-6.9574165
692.4,-7.879688,8.433307,3.445533
692.5,-8.124596,9.406151,4.3055625
692.2,-8.204704,8.073069,3.637589
692.3,-7.668411,7.9031396,3.6458085
692.6,-9.210407,9.721265,5.512193
692.7,-2.3146353,-2.9113145,3.7241893
693,-7.5533066,7.975486,3.6155174
928.3,-8.807682,1.0786823,4.739366
927.3,-11.523709,1.4445128,10.28219
878.6,-12.063019,6.23597,-7.8620386
624.9,-11.033638,6.103437,-9.896753
626.3,-8.620452,-0.09634316,-7.602863
625.8,-7.5227227,-0.07167226,-9.395212
626.5,-8.962661,0.5431158,-7.568698
795.79,-1.9972663,5.5781193,5.3138003
627.9,-6.367604,5.30833,-7.008555
626.7,-9.602965,3.8697233,-7.4151564
627.3,-7.3796186,5.17887,-7.0417104
428.2,5.2372212,-1.9589077,0.43162382
815.09,-10.56154,0.22324048,12.60667
V03.7,-11.637691,-0.7455514,5.6134324
292.12,7.352374,6.3262453,5.3017764
459.1,1.5484056,-1.4335042,0.113823965
203.02,1.5960175,3.6980848,-8.5570755
839.2,11.700384,-4.8834305,13.650675
873.8,0.24743497,6.5496016,10.5494995
839.21,12.123011,-3.7242076,13.938978
228.09,-5.1293206,8.797201,-2.2937717
623.9,-10.614686,4.717858,-5.929662
455.7,2.4251926,-1.5877923,-17.044203
754.2,5.9006634,-1.2399136,11.888072
791.5,4.3148203,9.529539,-5.815838
969.4,8.299605,8.15011,11.239857
V05.8,-12.216509,-3.4563882,4.275879
V05.9,-12.315158,-3.3051386,4.253786
716.17,-6.366675,-9.751934,10.508358
716.18,4.952086,-4.806537,7.8955913
287.49,0.78711843,-2.6690629,-6.871418
276.69,5.028435,-1.3455492,-6.870739
440.2,3.3622274,-11.728265,3.6701698
444.9,0.46332192,-10.27317,2.4478598
791,2.4260972,-0.21477418,-2.5074902
E849.9,-4.3142443,1.7157058,10.756087
345.51,11.95041,3.943197,1.9627206
723.5,10.9197645,-2.3893363,10.665203
270.7,-2.367963,1.5078993,-2.7183642
270.6,10.92686,4.598965,4.2737203
782.7,-3.603762,6.604463,3.8078504
304.1,9.769739,10.101576,-1.8095868
305.4,5.602382,10.802166,2.9904227
781.4,11.973548,-0.4673077,3.461605
577.1,-1.7336433,-2.1397798,-13.748884
E884.3,-1.8638188,2.4063287,12.77749
V67.2,0.7608637,5.587588,-11.6761875
V16.3,-5.263619,7.6743793,-9.692072
642.23,-15.055206,-7.6777015,-3.6931062
753.3,5.181851,5.8271227,-7.261908
453.81,0.7629435,-6.690643,-1.0186017
327.35,6.0167217,4.9810157,-2.1897733
V15.52,9.273106,2.824757,3.8694267
960.5,6.0750127,4.4300203,3.0841022
388.2,12.870233,-7.571355,4.4916253
643.23,-11.632472,-2.1554153,-2.7373033
174.8,-1.7791878,8.80691,-11.262747
643.21,-8.794089,-9.701954,-1.3907292
985.9,6.8331013,-1.8554833,-11.558502
V04.6,-13.682231,-2.2366202,3.3118918
V04.2,-13.651073,-2.2637956,3.3333547
V04.3,-9.901222,-5.526682,2.157531
592,3.9509747,7.7582364,-8.176282
654.21,-11.118382,-12.20397,-5.116401
564.01,3.8100975,-3.4177992,-11.976844
189.3,5.6550455,7.6545944,-9.5056715
663.41,-6.2120123,-14.525057,-5.4246407
663.33,-10.655253,-7.501526,-2.5107074
V64.06,-9.274179,-5.489748,1.5555044
223.3,5.5618477,9.095607,-9.551248
