,x,y,z
611.1,7.894729,9.676734,-8.751348
648.13,-8.727561,-10.726165,-12.114277
V45.4,-1.2293075,8.444081,10.400927
494,-6.1971235,-1.9766946,8.98946
V15.29,3.3493426,7.802626,5.377999
V14.9,3.379633,7.7670684,9.107113
V14.6,5.4154506,8.951262,7.055026
V72.60,-1.7828535,2.9224768,-0.45282936
634.91,-2.5921392,-3.4410586,-10.0122175
647.64,-6.798649,-9.04893,-2.429579
585.2,2.7796407,-4.0795236,12.36722
585.1,1.939286,-4.1126866,12.35228
V23.81,-9.549831,-9.86351,-12.58111
642.52,-11.207216,-11.632892,-3.7405672
649.13,-9.606981,-11.862281,-11.175943
649.03,-8.25468,-7.359955,-10.980835
649.04,-7.9353333,-9.85428,-3.443973
V23.83,-10.086152,-8.536917,-12.148253
611.72,7.8387294,8.696731,-7.686427
V73.98,2.1995554,1.3036155,-7.8369794
616.89,11.889257,-2.313611,-8.422588
493.91,-6.972098,0.3465894,8.026189
519.11,-6.531669,-0.07253498,7.8408074
V12.72,4.5247793,2.3494527,2.461369
V85.37,-3.0714178,19.926384,1.5475924
295.82,-10.153928,2.2359183,-5.087966
V26.29,2.6616902,-0.8008996,-5.0211854
V45.74,6.2845845,-6.324717,0.9962383
642.4,-6.448672,-8.848122,-1.7669274
462,-5.043424,3.2597737,7.310001
624.9,12.084268,-1.7155894,-8.78356
626.3,4.552147,-1.8711218,-8.769714
626.5,4.761819,-1.5646553,-9.723118
627.9,7.809114,3.9427953,-2.4046798
626.7,6.278273,-1.2747751,-10.858934
627.3,8.919517,3.5731866,-3.4335966
839.21,-4.2238636,4.6094255,11.1754675
623.9,11.135543,-2.0368736,-7.3144927
V05.9,-3.2447867,8.320838,-3.0503714
V67.2,3.5821533,6.240636,1.0919727
V15.52,1.7203708,6.7382307,9.493097
643.21,-11.595692,-10.871779,-3.7037053
592,12.084055,-6.618436,5.0657296
625.6,9.968325,-15.13078,1.015285
518.82,-5.065052,-4.5298023,8.706756
V15.1,-3.6647322,-2.676582,2.456437
611.82,7.5957465,10.419474,-9.01957
V14.7,5.193359,10.333534,8.618095
V45.87,-0.4088387,-5.3217936,11.491785
614.4,5.666607,-6.197011,-2.9317546
634.92,-2.355971,-2.9912667,-9.889706
648.92,-13.116167,-9.8611765,-5.307322
648.81,-13.254752,-10.825264,-6.9587393
648.84,-7.352501,-9.803327,-1.1907778
648.83,-10.254427,-11.789893,-10.517023
648.94,-8.708307,-10.327635,-3.5675974
311,6.971256,2.7774599,-5.5034018
V15.7,3.888726,2.8376122,-8.731079
V15.89,0.69097376,-5.0469785,3.5942883
V12.55,1.1827732,8.986601,5.067889
642.51,-11.683426,-12.689667,-4.768537
593.9,2.3316932,-3.353472,10.190656
V74.2,2.9476178,2.398211,-6.376281
V71.4,0.79359937,5.683077,11.233263
V70.9,1.0095268,2.820231,-0.21315481
V71.09,-9.088758,3.2374804,-4.2896986
618.89,6.431057,-3.6853497,6.556455
616.5,12.159332,-1.5193549,-8.269792
616.11,11.606898,-1.64185,-6.3284373
614.8,3.7558362,-5.426746,-7.2744184
579.8,4.6129017,0.4468451,5.171907
745.5,-3.6892834,-2.6947794,2.4275937
627.1,5.987913,-3.6353972,-11.489573
V44.8,2.4177709,-5.8422303,2.0260255
519.9,-5.8767996,-2.1831326,7.7366195
300.3,-7.7257085,2.818614,-3.1865454
V45.51,3.5832956,0.43897083,-10.216431
723.1,-3.4316022,4.888679,10.080136
296.34,-9.5414,2.8242526,-4.4064574
V67.6,4.640934,8.80371,-0.8255769
V68.9,-2.7834487,5.982106,-2.3196735
610.3,9.183744,9.583294,-9.386301
610.2,8.683255,8.552558,-8.800225
627.4,7.422905,3.028045,-2.300651
627.2,7.7958255,3.7720923,-2.8628006
V26.0,2.593041,-2.8652403,-5.0692616
621.9,5.0064898,-3.3940456,-10.758312
646.9,-1.0510557,-0.3978581,-5.7700195
V65.3,-4.8467035,15.579574,-0.46309197
640.03,-2.1080723,-2.4363618,-9.653311
621.2,4.6858373,-3.900878,-9.877062
587,2.348201,-3.350511,10.178405
E000.8,0.3469305,5.6233892,11.070335
V87.2,-3.372397,0.9357309,5.7510185
518.83,-6.3946695,-5.9284463,9.089467
518.84,-5.9758954,-5.4042845,9.03122
721.42,-3.1141436,6.202661,9.959761
V85.54,-3.8776867,10.563638,-2.6572368
786.52,-2.420015,0.3185823,5.0598307
618.9,10.272177,-15.59867,0.27905625
618.2,10.330189,-17.066631,-0.21651004
618.4,11.177595,-16.790922,-0.047161896
V45.79,3.7364256,8.032123,5.202417
V46.3,3.6352367,-6.972182,5.142967
617.9,4.100805,-5.199064,-8.203626
847.1,-3.5743897,4.2198553,10.494815
746.1,-4.5306964,-3.640117,1.7455678
V72.61,-1.9593217,6.8290086,-4.6378765
V85.22,-5.2521563,16.927181,0.17194174
V85.23,-4.443149,16.442049,0.46391967
V85.21,-4.9917145,15.97827,1.2345603
V85.24,-5.104333,16.83184,1.1562304
V85.25,-4.2082047,16.587946,1.1099621
682.7,0.6540954,-0.8345549,2.5222821
518,-7.147061,-6.484288,9.214403
590.9,1.5297471,-5.5338693,4.594729
V26.81,2.890743,-0.93545485,-4.243831
V76.19,6.648893,6.4589257,-4.4102263
V76.12,7.2037826,5.1406956,-3.279538
V76.11,6.8557687,5.984805,-3.5491984
V10.44,5.484225,6.902332,1.0400306
V10.43,5.1379437,6.748025,0.8512024
V76.46,6.237409,5.6070614,-1.1081688
V25.9,2.5422852,2.1045268,-9.626119
V67.59,2.2257228,6.2461486,1.9039392
515,-5.0523,-2.6557102,9.73086
795,1.7495575,1.2822795,-0.16173097
590.8,2.5690808,-3.088462,9.272714
596.7,8.459946,-7.4722795,6.3258543
596.59,6.141509,-6.381896,5.38701
596.1,5.601646,-6.014924,0.9044082
V15.59,1.9738306,6.961226,9.638219
V23.85,-7.146918,-11.539511,-10.171658
789.02,3.732535,2.4886487,5.2792287
366.12,-3.779285,6.171009,6.2889647
648.74,-6.347335,-8.751837,-1.7862561
644.2,-7.2830825,-11.751821,-13.165901
626.8,4.4196143,-2.5434105,-10.1681595
564.1,4.495725,1.5323069,4.8172984
518.1,-5.4112587,-4.01333,7.1468534
V12.2,0.31441775,1.0678979,3.309526
V11.9,-9.945648,3.7034152,-3.1973162
599.71,8.740407,-7.2442813,5.0912848
786.09,-5.241713,-1.7058439,8.181955
V46.2,-6.254762,-4.005637,9.282946
V12.50,-1.0007641,-1.4575461,4.95491
V12.70,4.410924,3.014803,3.9350626
648.43,-7.9916425,-7.0495596,-10.579828
648.44,-7.804608,-10.15202,-1.5098835
386.11,-4.1265883,4.2716765,7.683378
V45.83,5.919157,7.8486333,-7.155403
V72.9,-0.20352039,3.775608,-0.45090145
V70.3,-3.153565,7.232739,-3.1060011
V73.89,2.968247,2.3652332,-6.409521
618.02,10.678205,-17.029202,1.1018555
516.31,-6.125469,-3.0134273,11.009444
642.71,-11.916311,-12.558632,-4.9394927
642.91,-13.129673,-11.33572,-5.691891
595.1,12.101748,-1.3005776,-4.4449553
585.6,0.29448432,-5.594152,12.210582
584.9,1.6614636,-5.0758133,5.020873
518.89,-4.4090967,-2.6862547,9.427192
521.02,-6.2035346,2.1894832,2.3008628
593.3,11.352125,-7.1809826,5.777437
V54.89,2.337172,-7.4167542,5.0603113
V65.49,-2.0183587,2.2218654,0.26917398
V69.8,-6.4304495,1.8575765,-4.7128215
V74.1,-3.3372476,7.711305,-3.489111
581.81,0.6788703,-4.320033,12.458933
E927.9,-0.2613204,5.3527365,11.084422
648.11,-13.78694,-10.0648,-6.6878257
V10.83,-5.60838,7.7498507,5.85415
V10.72,2.7698822,7.102899,2.3811338
599.72,8.571386,-7.2562118,4.6734676
V58.81,-1.4717891,-3.4986823,6.331554
643.83,-7.1249146,-7.633214,-11.125244
511.1,-3.9833364,-3.8664176,8.917069
625.1,11.677957,-1.4765699,-5.589636
V68.09,-4.274972,5.9426284,-2.8703249
579.1,4.629545,0.64691156,4.286162
594.2,12.283276,-6.4498734,6.2369676
519.19,-6.381377,-3.9448564,8.872932
V49.81,7.133444,5.2620764,-2.870967
620.1,4.069375,-5.6967635,-6.5606885
622.8,6.4748726,-1.7229081,-11.2857065
621.31,5.4679313,-3.8320541,-11.8745
647.63,-8.503956,-8.451384,-10.096221
V72.84,-0.6723862,11.4230175,4.923962
V72.83,-0.56175065,11.476338,4.8874006
V72.82,0.06589891,10.948509,4.9325356
V45.3,5.7168856,4.252061,3.9226377
618.01,10.455077,-16.030817,0.8649911
