,x,y,z
611.1,0.031048747,-0.06562408,0.15465441
648.13,-0.17010552,0.3559295,-0.8599487
V45.4,0.029553646,-0.062492978,0.14711703
494,0.029778892,-0.0629614,0.14824305
V15.29,0.029794477,-0.06299418,0.14832504
V14.9,0.029251287,-0.061852437,0.14557865
V14.6,0.03183287,-0.06726632,0.15860814
V72.60,0.020589767,-0.043701846,0.1018922
634.91,-0.05740476,0.119744755,-0.29149714
647.64,-0.06619023,0.138158,-0.33581537
585.2,0.03426396,-0.072361276,0.17087682
585.1,0.03470953,-0.073294334,0.1731137
V23.81,-0.1677106,0.35091034,-0.8478692
642.52,-0.15860038,0.33181867,-0.8019218
649.13,-0.17247546,0.36089522,-0.87190574
649.03,-0.16372296,0.34255287,-0.827758
649.04,-0.116412215,0.24340644,-0.5891292
V23.83,-0.16458319,0.3443585,-0.83210313
611.72,0.030142475,-0.06372369,0.1500816
V73.98,0.0060510207,-0.013238152,0.028568296
616.89,0.018109618,-0.038506288,0.08938607
493.91,0.03027512,-0.064002156,0.15074702
519.11,0.030078815,-0.0635894,0.14976026
V12.72,0.027210291,-0.057579048,0.13529164
V85.37,0.039135322,-0.082568094,0.19543956
295.82,0.02670046,-0.0565099,0.13271888
V26.29,0.009957588,-0.021423053,0.048269685
V45.74,0.03176711,-0.06712833,0.15827405
642.4,-0.059775125,0.12471288,-0.30344716
462,0.023075344,-0.048913423,0.114433035
624.9,0.01836231,-0.039038423,0.09066027
626.3,0.011474967,-0.024604855,0.055919893
626.5,0.010828033,-0.023247864,0.052663278
627.9,0.02358165,-0.049973782,0.1169906
626.7,0.012719085,-0.027209312,0.06219407
627.3,0.024436237,-0.051766414,0.12129978
839.21,0.027275361,-0.05771591,0.13562226
623.9,0.01621046,-0.03452722,0.07980809
V05.9,0.02699724,-0.05713431,0.13421799
V67.2,0.026082493,-0.055216234,0.1295988
V15.52,0.02996061,-0.06334317,0.14916405
643.21,-0.1579712,0.33049655,-0.7987472
592,0.03320119,-0.07013562,0.16551618
625.6,0.03336756,-0.07048351,0.16634715
518.82,0.030607779,-0.06469919,0.15242828
V15.1,0.024566704,-0.05203872,0.12195618
611.82,0.031549413,-0.066671975,0.15718125
V14.7,0.03270191,-0.06908636,0.16298655
V45.87,0.035045,-0.0739978,0.17480832
614.4,0.02130843,-0.045211416,0.10553123
634.92,-0.057336506,0.119602375,-0.29115963
648.92,-0.16264908,0.3403012,-0.8223381
648.81,-0.16799226,0.35149977,-0.8492917
648.84,-0.083383225,0.17419004,-0.42253116
648.83,-0.1736514,0.36335915,-0.8778339
648.94,-0.1346884,0.28170606,-0.6813126
311,0.022739474,-0.04820921,0.11275092
V15.7,0.012931864,-0.027655005,0.06326926
V15.89,0.024591284,-0.05208986,0.12208657
V12.55,0.031878367,-0.06736005,0.15883668
642.51,-0.16385391,0.34282663,-0.8284203
593.9,0.032313902,-0.068275124,0.1610343
V74.2,0.009944533,-0.02139728,0.04820204
V71.4,0.02432369,-0.0515313,0.12073312
V70.9,0.024472417,-0.051841214,0.1214888
V71.09,0.025669584,-0.05434891,0.12751606
618.89,0.027543385,-0.058275588,0.13697019
616.5,0.018337956,-0.03898612,0.09054013
616.11,0.018857092,-0.040071215,0.09315237
614.8,0.012629889,-0.027022466,0.061750527
579.8,0.02388642,-0.05061242,0.11852694
745.5,0.021895884,-0.046441413,0.108483024
627.1,0.014729767,-0.031421617,0.072337985
V44.8,0.030723354,-0.0649419,0.15300885
519.9,0.029825907,-0.06305749,0.14847703
300.3,0.023298083,-0.049381796,0.11555659
V45.51,0.009648738,-0.020776128,0.046710175
723.1,0.026104843,-0.055263188,0.12971039
296.34,0.025661077,-0.05433431,0.12747453
V67.6,0.029564185,-0.06251286,0.14716634
V68.9,0.025307562,-0.053593498,0.12570007
610.3,0.031210888,-0.065963425,0.15547062
610.2,0.031001307,-0.065526195,0.1544166
627.4,0.022677626,-0.04808103,0.112432994
627.2,0.023413079,-0.049619608,0.11613315
V26.0,0.01207003,-0.02584974,0.058925256
621.9,0.0121287275,-0.025973916,0.059218127
646.9,-0.012857127,0.02638884,-0.06680653
V65.3,0.034990337,-0.07388085,0.1745351
640.03,-0.0732606,0.15297322,-0.3714766
621.2,0.012232864,-0.026191067,0.05974236
587,0.03321162,-0.070155196,0.16555947
E000.8,0.02805327,-0.05934628,0.13954183
V87.2,0.028071007,-0.059383936,0.13962914
518.83,0.03244358,-0.06854596,0.16168724
518.84,0.03230612,-0.06825801,0.16099593
721.42,0.027185703,-0.057519823,0.13516515
V85.54,0.030597609,-0.06467635,0.15237646
786.52,0.024556965,-0.05200496,0.12189883
618.9,0.033492394,-0.070742406,0.16697466
618.2,0.033547826,-0.07085979,0.16725709
618.4,0.033766888,-0.07131874,0.16835968
V45.79,0.029899202,-0.063211404,0.14885175
V46.3,0.031047212,-0.065617345,0.15464258
617.9,0.013693063,-0.029252335,0.06711161
847.1,0.02648855,-0.056066904,0.1316499
746.1,0.02288221,-0.048507877,0.113459885
V72.61,0.02661679,-0.05633782,0.13230388
V85.22,0.03661554,-0.077287614,0.1827319
V85.23,0.03683778,-0.07775364,0.1838542
V85.21,0.035448026,-0.07484256,0.17684561
V85.24,0.037109695,-0.07832352,0.18522507
V85.25,0.036728986,-0.07752634,0.18330385
682.7,0.025241138,-0.053450506,0.12535702
518,0.0328697,-0.069438234,0.16383694
590.9,0.029193461,-0.06173419,0.14529136
V26.81,0.009853824,-0.021205721,0.047744922
V76.19,0.025403937,-0.05379418,0.12618087
V76.12,0.024843149,-0.052619163,0.12335206
V76.11,0.026579874,-0.056255624,0.13210852
V10.44,0.026488723,-0.056066155,0.13164929
V10.43,0.027339349,-0.05784914,0.13594036
V76.46,0.023396475,-0.049586993,0.116053306
V25.9,0.007895046,-0.017099889,0.037863214
V67.59,0.025584461,-0.054171763,0.12708786
515,0.031210503,-0.065962166,0.1554675
795,0.019704098,-0.041849423,0.09743239
590.8,0.030835118,-0.0651746,0.15357365
596.7,0.032980166,-0.069670975,0.16439678
596.59,0.031140445,-0.065813735,0.15511052
596.1,0.030390477,-0.064244285,0.15133433
V15.59,0.02986877,-0.06314959,0.14870058
V23.85,-0.17085959,0.35751018,-0.8637556
789.02,0.023967115,-0.050783362,0.1189346
366.12,0.02739286,-0.057959557,0.13620704
648.74,-0.029900482,0.062108558,-0.15277894
644.2,-0.17109531,0.3580047,-0.8649424
626.8,0.009541453,-0.020550003,0.046164885
564.1,0.023888107,-0.050616816,0.11853271
518.1,0.03157698,-0.066729814,0.1573134
V12.2,0.023478474,-0.0497537,0.11645622
V11.9,0.025603617,-0.05421069,0.12718727
599.71,0.032435402,-0.068527475,0.16164024
786.09,0.029332476,-0.062025264,0.14599414
V46.2,0.03154065,-0.06665313,0.15713085
V12.50,0.025188174,-0.053336393,0.12508628
V12.70,0.026645381,-0.056394137,0.13243888
648.43,-0.16672,0.34883234,-0.842875
648.44,-0.08804265,0.18395314,-0.44603595
386.11,0.024885492,-0.052705854,0.12356334
V45.83,0.028501019,-0.060287457,0.14180401
