,x,y,z
279.3,-2.4637184,1.4125038,5.513742
786.06,6.62967,-14.851182,10.8616085
660.31,-11.142722,28.939837,-16.092148
372.14,15.157563,7.9652023,-15.782378
571.49,2.2879152,-0.864138,24.12998
571.8,-1.9317995,-0.5969956,24.12973
239,6.2179966,5.335997,23.968376
V70.2,20.93222,8.434048,9.67774
V67.51,4.9879622,-19.714272,-10.478278
999.9,1.9023285,-13.3605385,12.802161
759.2,-5.515508,9.694804,12.01607
922.4,-4.943952,12.260769,-16.56447
922.9,-0.35014847,3.4602795,-23.823412
921.2,5.9929075,13.978585,-18.808186
921.1,6.149519,13.959688,-18.767523
922.31,2.4993432,3.3211474,-18.236849
922.2,0.9349912,3.259155,-23.189444
922.1,0.16605672,4.41899,-24.024683
555.9,-15.869703,-6.8494806,24.885155
466.19,5.201893,-20.901587,11.595075
451.82,22.608147,-22.035748,11.126903
451.84,22.596338,-22.051138,11.122108
427.1,16.111618,-12.439687,16.276506
527.1,-3.0656703,-24.144073,4.9326706
611.1,-29.37828,-4.8799815,1.3628426
V84.01,-24.41473,-5.8450446,5.030225
V84.02,-24.287716,-5.755558,5.002385
433.11,20.458544,-3.603733,1.4340864
V41.2,14.638012,-20.937685,0.53456426
305.93,13.190884,10.901944,13.872365
305.9,18.35636,11.345918,12.814246
235.1,1.7173328,-27.164576,1.4792123
235.2,-14.794474,-11.262016,22.510525
756.15,14.380833,-4.9899664,-17.700312
710.2,6.8043475,-21.104153,-11.768952
292.81,16.000738,6.4859653,6.994098
E935.3,3.8664656,-22.141117,-10.22012
362.06,29.72955,14.622792,-6.2691307
362.04,29.783579,14.372062,-5.018827
362.05,29.71015,14.476044,-5.8002577
448.1,-20.01516,-12.534999,-6.949901
284.1,0.40481514,-4.227114,12.632756
524.62,15.298188,-13.612204,-8.689119
337.22,8.590947,1.9597583,-11.602038
573.3,-0.05282838,0.9311023,24.83301
648.13,-21.090708,17.450016,-1.8780153
572.2,2.7345202,-3.0721493,23.433622
842.01,-16.584942,2.234034,-26.274374
719.91,4.1485686,0.63425875,-32.72377
830,-3.1525195,-0.50933486,-15.441106
V45.4,15.325962,-2.4795575,-19.379038
488.19,2.3641677,-5.1521826,3.020432
E828.2,-2.417456,6.981823,-24.259024
646.21,-8.683976,14.901224,-10.523683
569.9,-14.881273,-8.369664,22.25878
271.3,0.13906246,8.3334465,7.5011916
301.81,15.488845,18.92427,4.9572506
480.9,3.108965,-5.532704,2.930215
211.5,-4.9378815,-0.6077543,27.809845
V64.43,7.5219755,-2.4299257,-35.223457
V58.65,4.661379,-21.582405,-7.9265614
V64.41,-15.092228,-4.4381924,17.661407
V54.09,0.753373,-1.8875407,-17.992142
V54.01,-6.8161507,-20.782177,-14.294699
V42.5,20.352205,12.765453,-15.64006
785.4,-4.2104926,-9.758334,-6.206197
156.2,-8.092191,-18.281935,15.595097
733.6,16.402212,-2.7475019,14.992131
E958.8,17.209587,5.8673897,10.2321005
671.31,-7.869446,13.531188,-5.8412514
783.5,-0.66341907,10.289042,3.181635
793.82,-24.55391,-3.1011355,2.0650716
368.13,18.387604,7.734405,-8.173847
375.15,16.159513,11.362034,-13.018741
784.49,0.3565267,-30.496876,5.9264603
784.59,21.766083,-5.913915,0.7602305
