,x,y,z
279.3,-1.5595261,-1.2618783,2.2384818
786.06,4.13565,-1.2744025,-2.2625568
660.31,-8.041258,-7.672283,-3.5768266
372.14,-3.6494012,7.4422626,3.6991453
571.49,1.7638594,0.5537648,-6.891654
571.8,1.4112105,-0.5741735,-6.7086887
239,1.8911371,3.534101,-5.499896
V70.2,5.9757047,6.0402994,-2.1342397
V67.51,-1.830751,-3.191304,3.4370272
999.9,3.5085292,-1.796713,-3.0943696
759.2,2.9227731,-7.250764,-0.40870085
922.4,1.1915547,2.6337516,5.826949
922.9,2.1591377,2.8446512,7.3289027
921.2,1.8814434,5.7713623,6.0870805
921.1,1.8670838,5.9483824,5.9208364
922.31,2.6994224,1.8299649,5.712765
922.2,2.6510124,2.8312507,7.036418
922.1,2.3185022,3.0810783,7.3912683
555.9,2.0333226,-5.179786,-7.555215
466.19,4.8750114,-2.5918388,-0.19548526
451.82,1.7447921,-3.0376167,-1.7081065
451.84,1.7620585,-3.0811415,-1.7148038
427.1,6.36287,0.44524106,-4.1931524
527.1,3.51319,-6.975107,-0.13391565
611.1,-6.602623,-0.9909674,-1.573425
V84.01,-5.246604,-1.9560959,-2.1640747
V84.02,-5.0765166,-1.9741621,-2.2937367
433.11,7.2056413,2.0621276,1.6911597
V41.2,8.424561,-4.014059,0.26572928
305.93,4.243549,5.1507382,-4.277554
305.9,5.6664023,5.651285,-3.8463106
235.1,4.254398,-7.3701277,0.49640885
235.2,1.6775382,-5.7767963,-5.934017
756.15,5.659713,-0.6239171,4.3650937
710.2,-2.3107738,-3.1184528,3.416032
292.81,5.2864866,4.0030966,-0.95093644
E935.3,-6.1002216,3.9790273,2.5130544
362.06,-3.7137349,8.398853,-1.3484926
362.04,-3.6586676,8.423483,-1.3097895
362.05,-3.7109556,8.400268,-1.344477
448.1,-7.824258,-0.43594092,3.2036314
284.1,0.578388,-2.0743449,-2.924479
524.62,6.1462164,-6.216373,2.0596468
337.22,3.270283,-1.6356847,3.4722092
573.3,1.624652,0.27327937,-6.7469263
648.13,-6.0066986,-2.6133633,-7.169162
572.2,2.1420312,0.9422284,-7.258238
842.01,-2.400626,-0.33665842,9.48223
719.91,3.9186194,-2.942098,8.65335
830,0.3958148,-0.27716374,6.3850393
V45.4,5.3088207,-0.20860925,4.6177387
488.19,2.1117423,-0.20710278,0.89403903
E828.2,2.3427792,3.605172,8.350669
646.21,-6.392884,-6.317047,-1.0611663
569.9,1.7222719,-5.5028977,-6.077314
271.3,-1.8324156,1.1616884,-0.8783407
301.81,3.0944865,6.9878526,-2.2373629
480.9,2.6986938,-0.4958317,0.7292891
211.5,1.5281668,-1.5258838,-8.157289
V64.43,3.876258,-3.1686418,9.416491
V58.65,-2.5179152,-2.7611103,2.2681313
V64.41,-0.67636836,-3.4236517,-6.467377
V54.09,1.4078681,-0.9989884,7.338369
V54.01,1.2309929,-6.6972227,2.8725457
V42.5,-1.7513095,8.530355,2.6908443
785.4,-2.0334768,2.3590622,3.1018631
156.2,-0.79693985,-6.145488,-4.173786
733.6,4.73192,-1.2467366,1.134354
E958.8,5.4238014,4.6634374,-1.4697436
671.31,-4.800652,-5.890475,0.0043834927
783.5,-2.4988167,1.9027461,-0.19255958
793.82,-5.96127,-1.2358494,-0.6159743
368.13,-0.2068471,7.0938473,3.1469128
375.15,-1.7559164,8.372837,2.6118612
784.49,4.4537296,-6.9908295,-1.5914769
784.59,7.58196,2.8535268,1.4249822
E935.2,3.780187,3.1039658,-1.0070243
E935.4,3.6341968,3.4244254,-0.8626405
244.2,-2.8220196,-0.12910591,-0.22219813
244.1,-2.7598224,-0.34333643,-0.05820493
567.31,0.21300617,-4.1305656,1.8829348
569.62,0.24034958,-4.304985,-4.789241
564.81,2.7619023,4.0309296,2.9424248
536.42,4.3390465,0.54303014,-0.46856436
659.71,-7.993843,-6.338455,-2.5036297
V23.82,-6.34957,-2.1455996,-7.15154
659.73,-5.281491,-4.508014,-5.6113987
V65.2,4.2240224,4.7793317,-2.4542003
494,5.145502,-1.8869429,-0.3050049
327.31,0.9121753,3.6967282,-1.7722356
V15.29,-2.596073,-1.2893759,-3.2729669
V15.3,-1.417285,-5.3990984,-2.5601883
V14.8,-3.1022508,-1.0276139,-3.1270967
V14.9,-3.270601,-1.0298187,-2.7901237
V14.6,-3.0601554,-1.0505217,-3.1405015
V03.1,-4.903888,5.9363894,-2.8295844
307.9,5.536667,4.266762,-0.777775
V03.6,-4.8526196,5.163268,-1.8052051
726.73,-2.6210513,-4.1312137,6.7823086
726.79,-2.5887191,-4.261068,6.8228526
726.72,-2.3028085,-4.168926,6.932714
727.03,-2.8211005,-0.58021075,8.692773
242.1,0.15051727,0.04279865,0.7934318
564.89,0.7759281,-4.367491,-5.612198
550.9,0.452609,-0.14691752,0.06806795
279.05,-1.6661388,-1.3404424,2.357826
567.21,-0.3267315,-3.8295913,-5.4647655
567.22,-0.32961255,-3.8722289,-5.482151
E016.9,-0.2880086,3.025867,7.5189404
458,1.2392521,0.5976499,0.9168052
911.5,-5.7500343,3.4928117,4.8144956
780.09,5.5255404,3.354485,-0.32313946
135,5.804466,-2.914409,-1.4831386
579,-0.49260557,0.12916678,-2.9865303
366.51,-1.9905151,8.063305,3.0633514
788.41,-1.6841862,4.1212144,-7.228997
374.34,-1.5276835,8.025559,2.4348645
333.81,0.8562858,6.7181683,3.3095553
V82.9,-3.8151112,3.3025713,-2.0119178
V82.2,-1.9232385,-3.3700283,3.4999235
V82.1,-1.2505217,-3.5496297,3.6104152
V81.6,-4.4122157,3.0459478,-3.0690005
659.51,-7.588184,-6.548866,-2.6512845
154.1,-0.056454707,-6.4991417,-4.839481
659.31,-5.0994697,-6.1653333,-0.09432799
659.43,-4.8867173,-4.5847397,-4.658674
424.1,5.9811525,0.7062014,-4.3588247
676.14,-5.416432,-7.0707574,0.26743102
637.9,-8.980504,-1.499437,-4.324153
637.91,-8.636111,-1.8473097,-4.317436
453.6,0.9282381,-3.9579952,-0.9259591
348.89,6.5196195,3.1778777,2.7607143
V72.60,-2.3406982,2.2307923,-2.710326
995.3,-6.013506,3.7607956,2.688945
727.3,-3.0218933,-3.7638469,6.2200675
733.29,0.526053,-2.1159365,4.747504
676.24,-5.6880975,-6.9677224,-0.41354796
266.2,-1.5227753,0.2641144,-1.350232
747.49,2.5419884,-3.8465612,-1.0754752
996.59,-1.1885525,-7.1796656,1.382486
728.86,-1.8731183,0.72506475,4.644511
917.7,-3.151208,2.335585,5.9099407
917.6,-3.10237,2.3819356,6.011782
647.61,-7.8002014,-6.205822,-2.4045289
918.2,-2.3901784,7.618002,5.300962
634.91,-8.592797,-1.861847,-4.337088
694.5,-6.2675037,1.2451193,4.592519
647.64,-4.235116,-5.139365,0.062346786
493.21,5.140398,-2.3662012,0.059055775
300.21,2.1869643,7.124604,-1.6079451
V58.0,-0.822627,-6.4184995,-2.5164769
353.6,-1.544516,2.508385,3.1291122
V62.81,6.226494,6.599731,-3.4529595
572.3,2.0878074,0.86883694,-7.2533827
V84.09,-2.788308,-3.2357287,-3.2126822
371.82,-2.3832412,7.681408,5.3215394
585.2,0.7619807,3.3784583,-4.786958
585.1,0.9839176,3.3027816,-4.737552
727.1,-3.1096156,-4.51005,6.682257
305.41,5.7949395,5.965889,-3.977239
305.21,5.634369,5.724464,-3.904812
305.22,5.8480005,5.865763,-3.7532818
802.8,2.2496536,5.9459214,6.1420894
373.31,-3.4023838,7.3964524,3.7222636
173.51,-9.691939,-0.022741862,2.8998742
403.91,1.8685845,3.321099,-4.596389
V23.81,-6.4946213,-2.2524207,-6.8139405
569.2,1.6120977,-7.0812106,-6.598982
305.91,5.6923428,5.589378,-3.757481
355.3,2.3548977,-1.8255564,4.0790524
726.91,-3.0566452,-4.1098347,6.547963
726,1.360561,-2.0536733,4.488553
425.8,6.1285443,-0.17567208,-4.101735
424,-0.89427567,1.0822953,-0.10267312
362.03,-3.7718017,8.391089,-1.3791683
724.5,5.2509646,-1.2747707,4.3887115
789.2,1.5585539,-0.1313325,-6.700346
836,1.533686,-6.107187,5.830908
836.2,1.4751105,-7.242063,6.335552
836.52,2.080005,-3.568624,4.944239
642.52,-5.522588,-6.8023663,-0.61718076
199.1,-0.6185043,-6.2089705,-2.7908309
286.7,0.42583174,-2.1458669,-1.2377717
E930.4,-4.500128,4.085991,2.729261
348.39,5.540361,3.2139974,0.47225553
719.16,1.4762913,-5.961109,5.895702
726.6,1.493177,-5.480423,5.9636674
389.01,8.733485,-3.6789587,-0.5943572
728.79,1.4528862,-0.7924998,3.224068
153.4,-0.2645328,-6.5113215,-4.5928845
153.1,-0.34835902,-6.512091,-4.4387193
152.8,-0.62900853,-6.3877373,-3.9639611
642.73,-5.0216513,-5.2982817,-6.2152734
153.6,-0.29814103,-6.5284142,-4.536347
649.13,-5.4594107,-3.6135616,-6.7575364
431,7.1666903,3.370612,1.9182228
649.03,-6.4357634,-2.5375113,-5.49278
649.04,-5.477606,-5.7534423,0.4047746
726.61,1.4927692,-5.4065447,6.108131
649.11,-6.171898,-7.159027,-3.2543163
428.31,6.5103526,-0.90876585,-4.0039496
995.1,-6.1716037,3.9361742,2.556312
E005.2,0.33729437,0.216178,7.220398
670.12,-5.795079,-6.8530354,-0.75039846
477.8,-6.5739236,3.6143754,1.7376562
891,-0.5955443,1.7905066,4.922359
197.7,-0.5991506,-6.4283767,-3.346757
197.4,-0.6327927,-6.3229733,-4.096644
362.81,-2.8163424,8.637845,-0.750428
362.57,-1.6541258,8.943583,0.560775
