,x,y,z
611.1,-15.099226,1.3271347,8.100455
648.13,7.301069,2.7528503,-10.968581
V45.4,-1.0150603,-10.410339,-14.084283
494,10.025426,-6.0516768,-4.3434215
V15.29,-6.7844343,5.549629,-4.3119955
V14.9,-9.307028,1.5510937,-13.084426
V14.6,-9.155555,6.520559,-7.944385
V72.60,-0.9670333,1.7789377,5.738289
634.91,-1.2756912,-15.634405,-4.9282603
647.64,8.573337,3.8548324,0.35431525
585.2,9.4748125,-16.506084,5.2517204
585.1,9.477686,-15.728921,5.1534
V23.81,8.072606,0.7663654,-11.45029
642.52,11.881724,10.594131,-1.8607143
649.13,8.843785,4.4992027,-11.727305
649.03,6.389189,-2.3148165,-15.010778
649.04,8.630804,6.3398547,-1.6797738
V23.83,10.100874,-0.22599609,-12.274812
611.72,-14.99979,-0.4313934,6.5112906
V73.98,-8.294487,-7.824523,2.1909108
616.89,-10.741887,-7.4777117,11.355712
493.91,7.7665067,-6.575497,-6.214978
519.11,8.109642,-6.3599043,-5.6073637
V12.72,-6.1214724,-2.933741,-2.6549146
V85.37,-5.8297095,16.90214,0.025576945
295.82,10.047253,8.254082,12.439994
V26.29,-5.445075,-6.5486774,4.0640182
V45.74,-1.6681967,-3.4995077,14.4256525
642.4,9.128149,3.4167855,0.84169793
462,3.8586545,-3.4924169,-5.389441
624.9,-11.286906,-8.023092,11.000129
626.3,-7.236592,-12.858617,4.258025
626.5,-6.565092,-13.306297,4.2121367
627.9,-16.911339,5.1384926,-1.6363342
626.7,-8.083579,-16.314245,5.3107815
627.3,-18.169655,4.805055,-0.36886087
839.21,-0.14747028,-3.7678273,-11.971428
623.9,-9.231675,-5.9116583,12.494033
V05.9,-0.6939378,12.205056,7.6382623
V67.2,-8.323657,5.21392,1.2199899
V15.52,-9.145203,-0.032601558,-14.412442
643.21,12.060155,10.631127,-2.0173755
592,-11.345636,-10.370099,-9.313668
625.6,-0.8100914,15.665958,-11.762071
518.82,13.152003,-6.4637027,1.2769505
V15.1,3.7942894,-10.203005,0.07826452
611.82,-14.613957,1.8839486,8.391011
V14.7,-10.611058,5.1794558,-9.129144
V45.87,11.52486,-12.827687,2.4559536
614.4,-2.35652,-8.049209,13.31938
634.92,-1.4952345,-15.154611,-4.7644744
648.92,16.710678,10.819058,-3.7917664
648.81,17.860582,8.903879,-1.5452026
648.84,10.851353,3.482498,1.2126509
648.83,10.206451,4.8347225,-12.19164
648.94,9.004423,7.149731,-2.1042213
311,6.4494276,3.3547354,7.858516
V15.7,-12.826568,-5.5197444,2.1824806
V15.89,5.9376183,-2.9364743,15.122754
V12.55,-3.6760142,6.6577296,-4.7198343
642.51,13.620927,11.582085,0.8257218
593.9,8.131264,-12.036162,8.143306
V74.2,-9.767452,-5.2742367,2.7800648
V71.4,-7.170204,-2.211775,-15.351947
V70.9,-0.448857,2.0988843,1.2796849
V71.09,9.507415,7.0953627,11.286307
618.89,-4.55938,3.9652977,8.958707
616.5,-11.417068,-8.135087,11.299851
616.11,-9.379532,-5.1531587,13.44214
614.8,-1.5200704,-11.062954,8.313689
579.8,-5.9593,-4.4825983,-7.000244
745.5,3.790439,-10.284518,0.041407213
627.1,-4.286824,-16.670317,5.2939887
V44.8,2.9803205,-4.3150992,14.487755
519.9,9.174619,-7.6287065,-4.0286136
300.3,7.763396,3.9126732,8.259517
V45.51,-10.451297,-11.092604,1.7084992
723.1,-0.4071244,-5.2977724,-11.464931
296.34,9.860581,7.380569,11.602915
V67.6,-10.843669,8.538171,4.5097904
V68.9,0.43603078,9.842303,7.0377555
610.3,-17.286465,1.6074811,9.276644
610.2,-16.558832,-0.4256511,7.1294427
627.4,-17.535526,5.125351,-2.647017
627.2,-17.196476,4.8806953,-1.3417548
V26.0,-3.5375965,-7.055124,5.6715517
621.9,-4.5894837,-14.756222,5.195776
646.9,6.227926,1.66403,6.1075845
V65.3,3.0373342,19.292067,2.6497908
640.03,-1.9374881,-14.684863,-4.3274555
