,x,y,z
279.3,7.0740647,-0.7476385,-5.670507
786.06,6.355746,-9.8702965,-9.184987
660.31,-5.218236,-18.850199,-5.5526876
372.14,-10.9035225,11.730338,5.511549
571.49,-0.7168045,-1.4305805,-12.150248
571.8,0.80688286,-1.026819,-12.688364
239,3.3859687,-2.6814327,-7.0900817
V70.2,8.739802,16.489044,6.347562
V67.51,1.1422797,2.393458,-2.1792505
999.9,3.4309068,-10.713626,-8.381996
759.2,11.419981,-5.242317,-3.364302
922.4,-6.1901436,-4.290849,11.151625
922.9,-6.183416,-4.094186,14.4080925
921.2,-12.846321,0.31493562,13.097179
921.1,-12.758612,0.61961013,13.098363
922.31,-4.8712835,-1.9286587,12.337176
922.2,-5.960292,-4.982317,13.159832
922.1,-6.244953,-4.1128445,14.453792
555.9,7.601807,2.3053277,-8.2522545
466.19,8.062201,-5.118842,-5.022275
451.82,0.4209805,-8.248748,-9.40554
451.84,0.42340922,-8.250392,-9.498372
427.1,4.2836027,-15.043382,-0.85055494
527.1,15.14546,-4.4397917,-7.4561853
611.1,-6.2049828,13.797411,-8.542218
V84.01,-6.6858473,13.012189,-11.838702
V84.02,-6.7926717,12.976005,-11.8436985
433.11,15.080893,2.181625,1.9756612
V41.2,14.729019,-7.0147624,-1.6520736
305.93,6.534735,10.858682,5.942586
305.9,6.075813,13.49914,7.6358
235.1,16.519945,-5.5562596,-9.2565
235.2,6.131233,2.7416441,-15.829325
756.15,12.0325775,0.7040917,8.230638
710.2,-3.2364218,4.7138453,6.372488
292.81,10.722671,11.282434,5.304671
E935.3,-4.090011,6.49554,8.254375
362.06,-4.359516,22.08434,-1.1674811
362.04,-3.9654121,21.487629,-1.0722156
362.05,-4.3231792,22.179342,-0.8860114
448.1,-14.415098,6.4406114,6.336593
284.1,-0.2827718,-3.4717822,-10.966319
524.62,17.923986,-2.3587935,-2.168623
337.22,5.483723,1.8673455,5.9965615
573.3,-0.71452373,-1.2642307,-12.001776
648.13,-18.489674,-2.5942256,-0.41715324
572.2,-1.5257051,-3.337865,-13.92305
842.01,2.9116666,5.780043,17.900515
719.91,7.8725967,0.6546932,16.649603
830,-0.73704404,-8.32208,14.724893
V45.4,8.614922,3.0243022,9.486684
488.19,5.522038,-2.8773158,-1.8961995
E828.2,-7.40492,-4.652124,17.869066
646.21,-8.194956,-11.668655,-4.0888243
569.9,3.8627732,-0.071585625,-16.16154
271.3,0.43222234,4.300272,-4.528018
301.81,6.396862,14.459005,2.343811
480.9,6.212209,-3.213347,-2.552802
211.5,1.2860768,1.1380628,-16.095743
V64.43,9.90038,-10.92473,12.236411
V58.65,-2.6138942,-1.8091216,-7.8151917
V64.41,-3.9712365,-1.8007449,-19.019867
V54.09,-0.1792024,-6.0319743,11.899341
V54.01,3.3752468,-7.18762,9.843586
V42.5,-4.924424,15.868821,2.4579206
785.4,-3.3475184,-10.056091,5.0433607
156.2,-0.86214745,3.8876731,-17.07795
733.6,9.306605,-2.8660896,-2.7609675
E958.8,9.964834,12.774258,5.404015
671.31,-9.66833,-8.609455,-4.3553047
783.5,-2.6982086,1.6723737,-5.9454594
793.82,-7.912232,10.917722,-8.930491
368.13,-6.2097306,12.998979,6.758476
375.15,-8.30141,15.084682,1.8688455
784.49,17.07024,-1.4831867,-7.2093363
784.59,15.759226,2.9838886,0.35207337
E935.2,2.40871,6.6879954,7.066327
E935.4,1.2451526,7.771929,7.8474765
244.2,-2.1473038,5.8594813,-4.0513167
244.1,-1.8683271,6.4904017,-3.7212176
